"","GISJOIN","STATE","state_county","YEAR","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","South American","Other Hispanic or Latino","Total Hispanic or Latino","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"1724","G1700970864516","Illinois","17097",2000,29,29,4,0,5,26,15,108,0,1,0,0,1,3,0,2,0,1,13,6,1,2,0,0,1,0,2,0,13,"Lake"
"1725","G1700970864517","Illinois","17097",2000,7,11,1,3,4,7,7,40,0,4,0,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,1,0,6,"Lake"
"1726","G1700970864518","Illinois","17097",2000,59,5,3,1,1,12,7,88,1,0,0,0,0,0,0,6,0,1,3,1,0,0,0,0,1,0,3,0,4,"Lake"
"1727","G1700970864519","Illinois","17097",2000,33,4,5,1,3,26,14,86,0,1,0,0,1,1,0,5,0,0,13,4,1,1,0,0,2,1,3,0,10,"Lake"
"1728","G1700970864520","Illinois","17097",2000,130,8,7,0,2,17,16,180,0,0,0,1,0,0,1,3,1,0,8,1,0,3,0,0,1,0,4,0,12,"Lake"
"1729","G1700970864521","Illinois","17097",2000,9,3,3,0,1,7,10,33,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,1,2,7,"Lake"
"1730","G1700970864522","Illinois","17097",2000,14,17,12,0,10,23,19,95,0,5,0,4,0,1,0,3,0,1,7,2,2,6,0,1,1,1,5,4,9,"Lake"
"1731","G1700970864601","Illinois","17097",2000,19,4,9,2,5,13,14,66,0,0,0,5,0,0,0,0,0,0,6,2,0,4,0,1,0,4,5,0,5,"Lake"
"1732","G1700970864602","Illinois","17097",2000,10,12,2,2,0,11,10,47,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0,0,2,1,0,7,"Lake"
"1733","G1700970864700","Illinois","17097",2000,45,7,5,1,7,12,9,86,0,0,1,0,2,4,0,1,0,0,9,0,1,0,0,0,1,0,3,0,6,"Lake"
"1734","G1700970864801","Illinois","17097",2000,81,5,6,0,6,8,31,137,0,4,0,1,1,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,30,"Lake"
"1735","G1700970864802","Illinois","17097",2000,37,8,5,0,2,10,6,68,0,2,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0,0,0,6,"Lake"
"1736","G1700970864901","Illinois","17097",2000,39,6,4,3,6,12,16,86,1,1,1,0,0,0,3,2,0,0,5,4,1,0,0,0,0,0,6,0,10,"Lake"
"1737","G1700970864903","Illinois","17097",2000,22,4,2,0,8,17,6,59,3,4,0,0,0,1,0,4,1,0,5,3,1,1,0,1,1,0,3,0,3,"Lake"
"1738","G1700970864904","Illinois","17097",2000,24,4,6,0,1,5,14,54,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0,11,"Lake"
"1739","G1700970865000","Illinois","17097",2000,12,2,0,0,4,0,22,40,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,18,"Lake"
"1740","G1700970865200","Illinois","17097",2000,1228,21,3,0,50,32,128,1462,0,16,9,3,0,22,0,1,0,6,13,8,0,4,0,0,0,0,12,0,116,"Lake"
"1741","G1700970865300","Illinois","17097",2000,1236,14,8,0,20,18,53,1349,1,15,3,1,0,0,0,2,0,0,5,2,0,4,0,2,3,1,7,0,45,"Lake"
"1742","G1700970865400","Illinois","17097",2000,519,7,12,0,25,32,25,620,2,9,6,0,0,8,0,0,1,2,16,0,7,4,0,0,2,0,2,0,23,"Lake"
"1743","G1700970865501","Illinois","17097",2000,299,21,0,0,5,20,64,409,0,1,3,0,0,1,0,2,3,2,8,4,0,0,0,0,1,4,10,3,47,"Lake"
"1744","G1700970865502","Illinois","17097",2000,32,3,5,0,0,11,17,68,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,0,0,6,0,11,"Lake"
"1745","G1700970865600","Illinois","17097",2000,15,11,0,0,3,14,6,49,0,1,1,0,0,1,0,0,0,0,4,4,0,0,0,0,6,0,1,0,5,"Lake"
"1746","G1700970865700","Illinois","17097",2000,140,8,8,2,18,21,37,234,0,13,0,0,0,5,0,2,2,1,5,3,0,3,0,4,1,1,5,0,31,"Lake"
"1747","G1700970865801","Illinois","17097",2000,25,8,12,0,9,9,6,69,0,6,0,0,0,3,0,3,0,0,1,0,2,3,0,0,0,1,3,0,2,"Lake"
"1748","G1700970865802","Illinois","17097",2000,25,4,1,1,5,10,1,47,1,3,0,0,1,0,0,3,0,0,4,2,0,0,0,1,0,0,0,0,1,"Lake"
"1749","G1701110870101","Illinois","17111",2000,138,18,3,0,0,2,20,181,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,14,"McHenry"
"1750","G1701110870102","Illinois","17111",2000,75,13,5,0,0,0,15,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,"McHenry"
"1751","G1701110870200","Illinois","17111",2000,949,12,6,0,2,1,50,1020,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,46,"McHenry"
"1752","G1701110870300","Illinois","17111",2000,2131,41,11,2,13,6,180,2384,0,4,1,0,0,8,0,1,1,1,0,1,0,0,0,2,0,1,5,0,174,"McHenry"
"1753","G1701110870401","Illinois","17111",2000,229,6,7,0,0,2,41,285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,2,31,"McHenry"
"1754","G1701110870402","Illinois","17111",2000,878,13,12,1,10,0,117,1031,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,115,"McHenry"
"1755","G1701110870500","Illinois","17111",2000,273,11,15,0,3,5,32,339,0,1,1,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,3,0,29,"McHenry"
"1756","G1701110870603","Illinois","17111",2000,225,10,1,0,6,1,25,268,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,17,"McHenry"
"1757","G1701110870604","Illinois","17111",2000,300,24,1,0,6,1,25,357,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,6,0,19,"McHenry"
"1758","G1701110870605","Illinois","17111",2000,469,6,11,0,1,2,32,521,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,27,"McHenry"
"1759","G1701110870606","Illinois","17111",2000,297,12,7,0,9,2,37,364,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,32,"McHenry"
"1760","G1701110870702","Illinois","17111",2000,187,17,5,0,1,3,17,230,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,16,"McHenry"
"1761","G1701110870703","Illinois","17111",2000,65,2,3,0,0,4,9,83,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,3,0,6,"McHenry"
"1762","G1701110870704","Illinois","17111",2000,94,7,7,0,4,2,22,136,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,11,0,8,"McHenry"
"1763","G1701110870803","Illinois","17111",2000,91,9,1,0,1,3,9,114,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,3,0,3,"McHenry"
"1764","G1701110870807","Illinois","17111",2000,643,23,6,0,4,10,15,701,0,1,0,0,2,1,0,0,0,0,7,3,0,0,0,0,0,1,5,0,9,"McHenry"
"1765","G1701110870808","Illinois","17111",2000,131,11,6,2,12,5,46,213,0,6,1,0,0,0,5,0,3,0,1,0,0,0,0,1,0,0,15,0,31,"McHenry"
"1766","G1701110870809","Illinois","17111",2000,115,11,1,0,0,4,13,144,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,1,10,"McHenry"
"1767","G1701110870810","Illinois","17111",2000,127,13,8,1,0,5,16,170,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,11,0,5,"McHenry"
"1768","G1701110870811","Illinois","17111",2000,264,19,0,1,0,5,21,310,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,2,10,"McHenry"
"1769","G1701110870812","Illinois","17111",2000,306,16,2,0,3,14,40,381,0,0,0,0,0,2,1,0,2,0,3,7,0,2,0,0,0,0,6,0,34,"McHenry"
"1770","G1701110870902","Illinois","17111",2000,925,24,4,1,10,11,54,1029,0,6,3,0,0,1,0,0,0,0,7,1,0,1,0,1,1,1,0,2,51,"McHenry"
"1771","G1701110870903","Illinois","17111",2000,580,14,2,0,2,2,81,681,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,14,0,65,"McHenry"
"1772","G1701110870904","Illinois","17111",2000,404,15,7,0,1,5,37,469,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,32,"McHenry"
"1773","G1701110870905","Illinois","17111",2000,606,8,5,0,12,3,65,699,2,5,1,3,0,1,0,0,0,0,2,0,0,1,0,0,0,2,2,0,61,"McHenry"
"1774","G1701110871002","Illinois","17111",2000,186,14,5,0,0,2,23,230,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,17,"McHenry"
"1775","G1701110871003","Illinois","17111",2000,262,21,2,0,6,1,34,326,1,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,31,"McHenry"
"1776","G1701110871004","Illinois","17111",2000,511,26,3,0,6,1,51,598,1,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,2,4,44,"McHenry"
"1777","G1701110871101","Illinois","17111",2000,15,7,1,0,0,7,1,31,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,"McHenry"
"1778","G1701110871102","Illinois","17111",2000,484,42,9,1,16,16,44,612,2,3,0,0,2,3,6,3,1,0,9,3,0,0,0,0,0,0,1,5,38,"McHenry"
"1779","G1701110871103","Illinois","17111",2000,279,132,17,2,33,38,68,569,1,20,3,0,0,9,0,2,0,2,17,11,0,3,0,3,0,3,6,1,58,"McHenry"
"1780","G1701110871104","Illinois","17111",2000,256,61,11,1,16,24,26,395,0,8,0,0,0,8,0,0,0,2,9,8,0,5,0,0,0,1,7,2,16,"McHenry"
"1781","G1701110871201","Illinois","17111",2000,122,25,4,0,8,17,41,217,3,5,0,0,0,0,0,1,1,0,7,0,0,5,0,3,0,0,9,3,29,"McHenry"
"1782","G1701110871202","Illinois","17111",2000,563,19,11,1,10,13,76,693,0,1,1,0,1,7,0,0,0,0,13,0,0,0,0,0,0,0,6,0,70,"McHenry"
"1783","G1701110871204","Illinois","17111",2000,325,92,27,9,12,41,74,580,0,3,3,2,0,2,2,7,0,6,9,2,0,12,0,4,1,7,26,1,40,"McHenry"
"1784","G1701110871205","Illinois","17111",2000,201,24,10,0,8,18,25,286,0,5,3,0,0,0,0,1,0,0,4,10,0,3,0,0,0,0,8,0,17,"McHenry"
"1785","G1701110871206","Illinois","17111",2000,141,28,6,0,6,21,32,234,0,0,1,3,2,0,0,1,1,0,14,3,0,2,0,0,0,2,1,0,29,"McHenry"
"1786","G1701110871301","Illinois","17111",2000,193,26,3,0,0,4,25,251,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,0,20,"McHenry"
"1787","G1701110871304","Illinois","17111",2000,88,7,2,0,4,8,17,126,0,1,2,0,1,0,0,2,0,0,4,0,0,1,0,1,0,0,2,0,15,"McHenry"
"1788","G1701110871305","Illinois","17111",2000,386,7,5,0,5,8,19,430,0,0,1,0,1,3,0,0,0,0,5,0,0,3,0,0,0,1,4,0,14,"McHenry"
"1789","G1701110871306","Illinois","17111",2000,370,28,5,0,8,4,37,452,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,35,"McHenry"
"1790","G1701110871307","Illinois","17111",2000,212,7,5,0,0,9,19,252,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,2,3,14,"McHenry"
"1791","G1701110871308","Illinois","17111",2000,233,7,1,0,0,2,9,252,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8,"McHenry"
"1792","G1701110871309","Illinois","17111",2000,255,38,5,0,21,18,41,378,0,13,1,0,1,1,5,2,0,0,7,4,1,3,0,0,1,8,8,0,25,"McHenry"
"1793","G1701110871402","Illinois","17111",2000,168,13,9,0,2,7,43,242,0,0,0,1,0,1,0,1,1,2,1,1,0,1,0,0,0,0,8,0,35,"McHenry"
"1794","G1701110871403","Illinois","17111",2000,19,4,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"McHenry"
"1795","G1701110871404","Illinois","17111",2000,110,26,6,0,10,21,33,206,0,0,9,0,0,1,0,0,1,0,6,11,0,1,0,1,1,0,16,1,16,"McHenry"
"1796","G1701970880103","Illinois","17197",2000,105,29,19,5,5,13,30,206,0,0,0,0,0,5,0,2,1,1,3,4,1,1,0,0,0,0,2,0,28,"Will"
"1797","G1701970880104","Illinois","17197",2000,493,116,25,0,16,16,90,756,3,4,0,1,2,6,0,0,0,0,10,1,0,5,0,0,0,1,10,1,78,"Will"
"1798","G1701970880105","Illinois","17197",2000,435,34,7,7,11,18,41,553,1,1,1,2,0,0,6,2,0,0,9,3,0,0,0,0,4,2,5,0,34,"Will"
"1799","G1701970880106","Illinois","17197",2000,403,62,4,0,19,31,72,591,1,9,8,0,1,0,0,0,0,2,8,0,0,7,0,12,2,0,2,0,70,"Will"
"1800","G1701970880107","Illinois","17197",2000,452,56,3,0,10,11,75,607,2,0,0,2,4,2,0,0,0,1,7,1,0,1,0,0,1,6,15,1,53,"Will"
"1801","G1701970880108","Illinois","17197",2000,754,89,8,2,27,26,76,982,0,13,4,0,0,7,3,1,3,0,14,2,0,3,0,3,0,1,7,0,68,"Will"
"1802","G1701970880109","Illinois","17197",2000,316,54,9,0,9,22,50,460,2,4,0,0,1,2,0,3,0,0,12,2,0,5,0,0,0,1,1,2,46,"Will"
"1803","G1701970880110","Illinois","17197",2000,666,82,7,6,24,5,47,837,1,11,4,0,3,5,0,0,0,0,2,1,0,2,0,0,0,2,8,0,37,"Will"
"1804","G1701970880111","Illinois","17197",2000,548,32,4,0,8,1,54,647,0,4,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,7,5,42,"Will"
"1805","G1701970880112","Illinois","17197",2000,246,17,1,0,5,7,3,279,0,5,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,3,0,"Will"
"1806","G1701970880113","Illinois","17197",2000,1144,32,11,0,4,4,76,1271,0,4,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,75,"Will"
"1807","G1701970880201","Illinois","17197",2000,486,61,4,0,9,9,42,611,0,6,1,0,0,2,0,0,1,0,6,0,0,0,0,0,2,1,14,0,27,"Will"
"1808","G1701970880202","Illinois","17197",2000,327,50,3,3,8,13,38,442,0,4,4,0,0,0,0,0,2,0,0,5,0,4,0,0,2,0,2,0,36,"Will"
"1809","G1701970880301","Illinois","17197",2000,121,41,20,0,2,34,31,249,2,0,0,0,0,0,0,4,4,0,7,7,0,3,0,0,9,0,9,0,22,"Will"
"1810","G1701970880302","Illinois","17197",2000,881,190,68,3,16,100,170,1428,1,6,4,2,1,0,2,14,0,5,38,3,0,10,0,15,15,7,38,2,123,"Will"
"1811","G1701970880404","Illinois","17197",2000,165,6,5,0,0,3,24,203,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,8,0,16,"Will"
"1812","G1701970880405","Illinois","17197",2000,685,149,10,7,11,33,74,969,0,3,2,0,3,2,1,11,1,4,3,6,0,0,2,2,4,0,6,0,68,"Will"
"1813","G1701970880406","Illinois","17197",2000,666,58,6,0,6,10,94,840,0,4,1,0,0,0,1,3,2,2,1,0,0,1,0,1,0,0,16,1,77,"Will"
"1814","G1701970880407","Illinois","17197",2000,884,191,27,6,11,37,127,1283,0,7,2,0,1,1,0,1,0,4,13,5,4,10,0,0,0,0,28,0,99,"Will"
"1815","G1701970880501","Illinois","17197",2000,1216,207,13,4,27,29,189,1685,8,11,6,2,0,0,0,0,1,1,10,9,0,4,0,4,0,3,25,2,159,"Will"
"1816","G1701970880502","Illinois","17197",2000,198,16,1,0,0,2,24,241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,21,"Will"
"1817","G1701970880600","Illinois","17197",2000,223,12,10,0,0,5,29,279,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,6,0,22,"Will"
"1818","G1701970880700","Illinois","17197",2000,420,19,1,0,2,12,28,482,0,1,1,0,0,0,0,0,0,1,2,3,0,1,0,0,5,0,0,0,28,"Will"
"1819","G1701970880800","Illinois","17197",2000,16,5,0,0,0,0,334,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,"Will"
"1820","G1701970880900","Illinois","17197",2000,501,27,3,1,8,23,69,632,3,2,0,0,1,0,2,0,0,6,3,2,0,12,0,0,0,2,15,0,52,"Will"
"1821","G1701970881001","Illinois","17197",2000,144,9,8,0,3,4,26,194,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,5,0,21,"Will"
"1822","G1701970881002","Illinois","17197",2000,136,6,3,0,6,3,19,173,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,1,0,1,0,18,"Will"
"1823","G1701970881003","Illinois","17197",2000,151,16,0,0,2,5,21,195,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,1,0,10,0,11,"Will"
"1824","G1701970881004","Illinois","17197",2000,165,12,0,0,4,6,27,214,0,0,4,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,4,0,23,"Will"
"1825","G1701970881005","Illinois","17197",2000,103,17,0,0,2,1,11,134,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,8,"Will"
"1826","G1701970881006","Illinois","17197",2000,84,8,0,0,2,0,3,97,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Will"
"1827","G1701970881103","Illinois","17197",2000,119,9,1,0,1,5,7,142,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,4,0,2,"Will"
"1828","G1701970881104","Illinois","17197",2000,277,26,7,0,1,7,32,350,0,1,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,2,1,29,"Will"
"1829","G1701970881105","Illinois","17197",2000,98,7,3,0,3,1,12,124,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,6,"Will"
"1830","G1701970881106","Illinois","17197",2000,248,19,13,0,2,4,44,330,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4,0,40,"Will"
"1831","G1701970881200","Illinois","17197",2000,402,5,0,0,0,0,39,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37,"Will"
"1832","G1701970881300","Illinois","17197",2000,4071,19,0,10,2,12,527,4641,0,1,1,0,0,0,0,1,0,0,2,7,0,2,0,0,0,0,23,1,503,"Will"
"1833","G1701970881400","Illinois","17197",2000,794,15,2,2,1,4,36,854,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,30,"Will"
"1834","G1701970881500","Illinois","17197",2000,225,14,0,0,4,1,37,281,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,25,"Will"
"1835","G1701970881600","Illinois","17197",2000,433,45,2,0,10,6,73,569,0,8,1,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,7,0,66,"Will"
"1836","G1701970881700","Illinois","17197",2000,169,14,1,0,0,2,17,203,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,14,"Will"
"1837","G1701970881800","Illinois","17197",2000,765,18,0,0,10,1,121,915,2,1,2,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,12,0,109,"Will"
"1838","G1701970881900","Illinois","17197",2000,981,19,0,0,4,2,65,1071,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,7,1,54,"Will"
"1839","G1701970882000","Illinois","17197",2000,1013,17,1,0,6,9,59,1105,0,2,0,0,0,4,0,0,0,0,2,4,0,3,0,0,0,0,8,0,51,"Will"
"1840","G1701970882100","Illinois","17197",2000,2188,18,5,0,1,4,119,2335,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1,0,115,"Will"
"1841","G1701970882200","Illinois","17197",2000,1452,18,0,0,1,2,130,1603,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,122,"Will"
"1842","G1701970882300","Illinois","17197",2000,585,13,1,0,6,3,48,656,0,5,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,43,"Will"
"1843","G1701970882400","Illinois","17197",2000,1020,15,4,0,6,0,66,1111,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,63,"Will"
"1844","G1701970882500","Illinois","17197",2000,164,14,0,0,1,0,11,190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,"Will"
"1845","G1701970882600","Illinois","17197",2000,950,12,1,0,0,6,97,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,6,0,81,"Will"
"1846","G1701970882700","Illinois","17197",2000,600,23,3,0,4,8,64,702,0,3,0,0,0,0,1,2,0,0,1,1,0,4,0,0,0,0,12,0,52,"Will"
"1847","G1701970882800","Illinois","17197",2000,436,23,5,2,1,2,37,506,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,31,"Will"
"1848","G1701970882900","Illinois","17197",2000,394,11,0,0,0,0,40,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,30,"Will"
"1849","G1701970883000","Illinois","17197",2000,392,18,3,0,2,2,31,448,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,28,"Will"
"1850","G1701970883100","Illinois","17197",2000,221,6,1,0,2,2,16,248,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,12,"Will"
"1851","G1701970883203","Illinois","17197",2000,269,18,6,0,2,7,36,338,0,0,0,1,0,1,0,0,0,0,6,0,0,1,0,0,0,0,3,5,28,"Will"
"1852","G1701970883204","Illinois","17197",2000,162,12,2,1,1,4,28,210,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,25,"Will"
"1853","G1701970883205","Illinois","17197",2000,268,18,5,0,2,0,31,324,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,23,"Will"
"1854","G1701970883206","Illinois","17197",2000,239,29,3,0,0,2,39,312,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,35,"Will"
"1855","G1701970883207","Illinois","17197",2000,237,33,2,0,4,7,88,371,0,1,0,1,0,2,0,0,0,0,4,1,0,1,0,1,0,1,3,0,84,"Will"
"1856","G1701970883301","Illinois","17197",2000,249,6,1,0,2,1,15,274,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,"Will"
"1857","G1701970883302","Illinois","17197",2000,108,2,9,0,0,2,28,149,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,6,15,"Will"
"1858","G1701970883400","Illinois","17197",2000,96,7,0,0,1,1,11,116,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,5,"Will"
"1859","G1701970883501","Illinois","17197",2000,298,33,6,0,1,8,39,385,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,13,1,25,"Will"
"1860","G1701970883502","Illinois","17197",2000,304,34,12,0,3,3,36,392,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,14,0,21,"Will"
"1861","G1701970883503","Illinois","17197",2000,98,8,5,1,3,2,14,131,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,3,4,"Will"
"1862","G1701970883504","Illinois","17197",2000,80,1,1,0,3,3,14,102,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,"Will"
"1863","G1701970883505","Illinois","17197",2000,195,41,7,0,0,7,20,270,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,1,0,19,"Will"
"1864","G1701970883506","Illinois","17197",2000,168,10,2,0,1,1,9,191,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,"Will"
"1865","G1701970883602","Illinois","17197",2000,124,7,2,0,1,4,17,155,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,14,"Will"
"1866","G1701970883603","Illinois","17197",2000,89,20,1,0,5,1,31,147,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,23,"Will"
"1867","G1701970883604","Illinois","17197",2000,61,15,3,1,1,1,5,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,"Will"
"1868","G1701970883700","Illinois","17197",2000,272,8,2,0,5,8,13,308,0,3,0,0,0,2,0,0,1,0,7,0,0,0,0,0,0,1,2,0,10,"Will"
"1869","G1701970883803","Illinois","17197",2000,130,7,0,0,2,0,32,171,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,25,"Will"
"1870","G1701970883804","Illinois","17197",2000,24,1,2,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Will"
"1871","G1701970883805","Illinois","17197",2000,220,20,7,0,8,5,47,307,0,7,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,7,0,40,"Will"
"1872","G1701970883806","Illinois","17197",2000,101,8,3,0,2,7,24,145,0,0,0,0,1,1,0,2,0,0,4,0,0,1,0,0,0,1,2,0,21,"Will"
"1873","G1701970883807","Illinois","17197",2000,140,10,0,0,1,2,17,170,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,11,"Will"
"1874","G1701970883901","Illinois","17197",2000,84,3,0,0,0,4,10,101,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,"Will"
"1875","G1701970883902","Illinois","17197",2000,63,8,4,0,0,0,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,"Will"
"1876","G1701970884001","Illinois","17197",2000,140,20,0,1,6,0,18,185,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,10,"Will"
"1877","G1701970884002","Illinois","17197",2000,66,0,1,0,0,0,11,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,"Will"
"1878","G1800730990400","Indiana","18073",2000,42,5,2,0,0,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Jasper"
"1879","G1800730990800","Indiana","18073",2000,113,12,0,0,3,2,11,141,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,3,"Jasper"
"1880","G1800730990900","Indiana","18073",2000,115,12,0,0,1,7,13,148,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,13,"Jasper"
"1881","G1800730991000","Indiana","18073",2000,130,18,0,0,5,0,16,169,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,"Jasper"
"1882","G1800730991100","Indiana","18073",2000,70,6,0,0,3,0,3,82,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Jasper"
