"","GISJOIN","STATE","COUNTY","state_county","YEAR","Mexican","Puerto Rican","Cuban","Guatemalan","Colombian","Ecuadorian","total_pop","total_his"
"60","G1700310040600","Illinois","Cook County","17031",2010,208,48,14,21,2,17,2434,360
"61","G1700310040700","Illinois","Cook County","17031",2010,304,69,10,39,10,24,3123,517
"62","G1700310040800","Illinois","Cook County","17031",2010,94,25,11,9,11,3,1514,196
"63","G1700310040900","Illinois","Cook County","17031",2010,158,23,4,36,3,3,1950,278
"64","G1700310050100","Illinois","Cook County","17031",2010,135,46,12,9,7,12,2290,278
"65","G1700310050200","Illinois","Cook County","17031",2010,342,135,27,58,17,22,4837,703
"66","G1700310050300","Illinois","Cook County","17031",2010,208,65,10,19,15,24,2365,407
"67","G1700310050500","Illinois","Cook County","17031",2010,203,88,19,14,27,8,4754,416
"68","G1700310050600","Illinois","Cook County","17031",2010,102,47,11,10,10,3,2071,203
"69","G1700310050700","Illinois","Cook County","17031",2010,63,18,6,7,0,3,1418,105
"70","G1700310050800","Illinois","Cook County","17031",2010,86,16,7,0,6,13,1289,138
"71","G1700310050900","Illinois","Cook County","17031",2010,116,63,3,4,0,22,1391,229
"72","G1700310051000","Illinois","Cook County","17031",2010,161,23,3,14,2,14,1503,243
"73","G1700310051100","Illinois","Cook County","17031",2010,117,17,8,1,4,3,1556,173
"74","G1700310051200","Illinois","Cook County","17031",2010,98,11,6,6,5,10,1516,163
"75","G1700310051300","Illinois","Cook County","17031",2010,216,69,5,12,5,14,2683,340
"76","G1700310051400","Illinois","Cook County","17031",2010,216,94,3,16,5,18,2077,416
"77","G1700310060100","Illinois","Cook County","17031",2010,146,39,23,20,10,22,2569,312
"78","G1700310060200","Illinois","Cook County","17031",2010,265,20,4,20,16,9,2111,397
"79","G1700310060300","Illinois","Cook County","17031",2010,163,60,14,6,6,9,2839,278
"80","G1700310060400","Illinois","Cook County","17031",2010,177,60,6,8,8,7,3370,304
"81","G1700310060500","Illinois","Cook County","17031",2010,55,45,12,12,7,7,1309,153
"82","G1700310060800","Illinois","Cook County","17031",2010,170,57,38,13,24,12,4837,389
"83","G1700310060900","Illinois","Cook County","17031",2010,330,102,32,19,25,15,6867,645
"84","G1700310061000","Illinois","Cook County","17031",2010,58,21,5,6,2,0,1647,105
"85","G1700310061100","Illinois","Cook County","17031",2010,37,15,2,5,0,2,1379,66
"86","G1700310061200","Illinois","Cook County","17031",2010,72,13,3,4,4,3,1889,117
"87","G1700310061500","Illinois","Cook County","17031",2010,52,18,6,3,3,2,1707,97
"88","G1700310061800","Illinois","Cook County","17031",2010,44,7,3,2,9,2,1112,94
"89","G1700310061901","Illinois","Cook County","17031",2010,126,34,14,13,14,11,3433,276
"90","G1700310061902","Illinois","Cook County","17031",2010,122,31,22,6,5,0,4240,264
"91","G1700310062000","Illinois","Cook County","17031",2010,93,21,7,4,8,3,2569,168
"92","G1700310062100","Illinois","Cook County","17031",2010,119,42,12,4,10,2,3436,242
"93","G1700310062200","Illinois","Cook County","17031",2010,79,19,5,1,1,6,2870,145
"94","G1700310062300","Illinois","Cook County","17031",2010,56,7,7,3,1,0,1513,81
"95","G1700310062400","Illinois","Cook County","17031",2010,59,11,1,0,5,2,1421,84
"96","G1700310062500","Illinois","Cook County","17031",2010,80,19,6,2,6,0,1497,137
"97","G1700310062600","Illinois","Cook County","17031",2010,125,18,7,4,2,2,2226,184
"98","G1700310062700","Illinois","Cook County","17031",2010,116,40,14,12,8,2,2724,229
"99","G1700310062800","Illinois","Cook County","17031",2010,102,40,13,4,6,8,3506,217
"100","G1700310062900","Illinois","Cook County","17031",2010,112,39,7,12,11,6,3976,223
"101","G1700310063000","Illinois","Cook County","17031",2010,99,27,17,2,11,4,2973,213
"102","G1700310063100","Illinois","Cook County","17031",2010,55,23,7,1,0,2,2173,125
"103","G1700310063200","Illinois","Cook County","17031",2010,204,46,27,6,27,12,6345,429
"104","G1700310063301","Illinois","Cook County","17031",2010,73,28,13,3,4,1,2641,165
"105","G1700310063302","Illinois","Cook County","17031",2010,88,20,15,7,21,3,3996,229
"106","G1700310063303","Illinois","Cook County","17031",2010,11,6,2,0,0,0,1201,28
"107","G1700310063400","Illinois","Cook County","17031",2010,79,11,7,6,3,1,2180,145
"108","G1700310070101","Illinois","Cook County","17031",2010,61,24,8,1,15,1,3796,160
"109","G1700310070102","Illinois","Cook County","17031",2010,70,18,3,2,9,2,2413,150
"110","G1700310070103","Illinois","Cook County","17031",2010,60,8,4,4,2,0,1709,93
"111","G1700310070200","Illinois","Cook County","17031",2010,103,33,5,7,8,2,3900,191
"112","G1700310070300","Illinois","Cook County","17031",2010,92,25,10,7,10,3,3367,170
"113","G1700310070400","Illinois","Cook County","17031",2010,67,54,23,9,8,4,2984,197
"114","G1700310070500","Illinois","Cook County","17031",2010,74,35,5,3,5,3,2928,151
"115","G1700310070600","Illinois","Cook County","17031",2010,140,15,9,8,3,0,2981,224
"116","G1700310070700","Illinois","Cook County","17031",2010,174,131,22,5,10,6,3481,403
"117","G1700310071000","Illinois","Cook County","17031",2010,175,30,15,8,12,6,4442,297
"118","G1700310071100","Illinois","Cook County","17031",2010,84,25,6,6,13,9,2944,178
"119","G1700310071200","Illinois","Cook County","17031",2010,44,24,13,1,3,8,1906,116
"120","G1700310071300","Illinois","Cook County","17031",2010,60,15,7,2,7,2,3513,129
"121","G1700310071400","Illinois","Cook County","17031",2010,100,34,12,7,5,8,4570,214
"122","G1700310071500","Illinois","Cook County","17031",2010,106,42,21,2,5,3,5768,236
"123","G1700310071600","Illinois","Cook County","17031",2010,37,21,7,0,3,0,1783,83
"124","G1700310071700","Illinois","Cook County","17031",2010,20,27,0,1,11,1,1652,75
"125","G1700310071800","Illinois","Cook County","17031",2010,42,17,10,1,10,5,2646,107
"126","G1700310080100","Illinois","Cook County","17031",2010,98,29,21,1,13,8,6013,231
"127","G1700310080201","Illinois","Cook County","17031",2010,64,14,7,1,6,1,3287,117
"128","G1700310080202","Illinois","Cook County","17031",2010,68,19,5,0,8,6,3498,158
"129","G1700310080300","Illinois","Cook County","17031",2010,93,32,14,4,6,2,4315,192
"130","G1700310080400","Illinois","Cook County","17031",2010,46,32,5,0,2,1,4317,117
"131","G1700310081000","Illinois","Cook County","17031",2010,163,78,21,8,17,5,7546,422
"132","G1700310081100","Illinois","Cook County","17031",2010,86,30,11,1,14,6,3640,197
"133","G1700310081201","Illinois","Cook County","17031",2010,82,38,16,1,6,7,4059,207
"134","G1700310081202","Illinois","Cook County","17031",2010,52,12,7,3,9,1,2995,123
"135","G1700310081300","Illinois","Cook County","17031",2010,77,17,19,2,13,1,4884,187
"136","G1700310081401","Illinois","Cook County","17031",2010,48,13,4,2,14,3,2279,122
"137","G1700310081402","Illinois","Cook County","17031",2010,79,20,16,0,13,2,4243,209
"138","G1700310081403","Illinois","Cook County","17031",2010,119,43,25,0,28,10,6229,359
"139","G1700310081500","Illinois","Cook County","17031",2010,98,8,15,3,5,9,4379,208
"140","G1700310081600","Illinois","Cook County","17031",2010,83,20,17,1,6,6,3545,181
"141","G1700310081700","Illinois","Cook County","17031",2010,122,21,15,7,5,78,3102,318
"142","G1700310081800","Illinois","Cook County","17031",2010,123,28,34,2,6,10,6866,295
"143","G1700310081900","Illinois","Cook County","17031",2010,5,8,0,0,2,3,1053,23
"144","G1700310090100","Illinois","Cook County","17031",2010,134,75,16,10,9,10,3405,274
"145","G1700310090200","Illinois","Cook County","17031",2010,261,120,17,10,15,7,6564,496
"146","G1700310090300","Illinois","Cook County","17031",2010,57,19,5,4,4,2,1372,106
"147","G1700310100100","Illinois","Cook County","17031",2010,366,184,28,21,13,35,5313,743
"148","G1700310100200","Illinois","Cook County","17031",2010,457,185,26,28,15,24,6749,791
"149","G1700310100300","Illinois","Cook County","17031",2010,314,159,24,17,14,7,6177,600
"150","G1700310100400","Illinois","Cook County","17031",2010,132,136,6,5,13,18,3066,340
"151","G1700310100500","Illinois","Cook County","17031",2010,301,153,22,10,17,23,5779,600
"152","G1700310100600","Illinois","Cook County","17031",2010,322,196,26,30,17,28,4832,690
"153","G1700310100700","Illinois","Cook County","17031",2010,351,163,28,14,21,32,4826,657
"154","G1700310110100","Illinois","Cook County","17031",2010,434,196,39,49,26,24,5254,845
"155","G1700310110200","Illinois","Cook County","17031",2010,291,128,18,17,21,13,2828,536
"156","G1700310110300","Illinois","Cook County","17031",2010,486,255,27,20,20,41,5161,903
"157","G1700310110400","Illinois","Cook County","17031",2010,488,225,28,34,36,40,4352,901
"158","G1700310110501","Illinois","Cook County","17031",2010,558,235,44,63,44,35,4639,1092
"159","G1700310110502","Illinois","Cook County","17031",2010,288,181,21,41,20,25,3214,650
"160","G1700310120100","Illinois","Cook County","17031",2010,129,62,29,5,26,6,4198,295
"161","G1700310120200","Illinois","Cook County","17031",2010,164,64,35,7,34,11,4430,354
"162","G1700310120300","Illinois","Cook County","17031",2010,293,97,52,26,31,25,6365,623
"163","G1700310120400","Illinois","Cook County","17031",2010,452,160,11,54,17,52,3515,854
"164","G1700310130100","Illinois","Cook County","17031",2010,138,71,20,11,24,19,5133,352
"165","G1700310130200","Illinois","Cook County","17031",2010,181,67,3,8,11,13,1412,317
"166","G1700310130300","Illinois","Cook County","17031",2010,527,159,29,58,97,47,5064,1098
"167","G1700310140100","Illinois","Cook County","17031",2010,1335,115,13,122,15,123,3729,1860
"168","G1700310140200","Illinois","Cook County","17031",2010,1699,136,16,175,32,344,5965,2654
"169","G1700310140301","Illinois","Cook County","17031",2010,1063,68,13,122,31,145,2891,1571
"170","G1700310140302","Illinois","Cook County","17031",2010,967,216,53,114,57,122,4345,1698
"171","G1700310140400","Illinois","Cook County","17031",2010,1303,272,61,193,62,116,6805,2216
"172","G1700310140500","Illinois","Cook County","17031",2010,1171,141,24,171,50,137,3679,1879
"173","G1700310140601","Illinois","Cook County","17031",2010,1149,138,13,157,21,106,2786,1686
"174","G1700310140602","Illinois","Cook County","17031",2010,2113,322,35,242,26,341,5397,3332
"175","G1700310140701","Illinois","Cook County","17031",2010,979,123,14,159,25,233,2933,1658
"176","G1700310140702","Illinois","Cook County","17031",2010,2612,368,24,248,53,463,6187,4153
"177","G1700310140800","Illinois","Cook County","17031",2010,1728,184,37,176,57,318,6825,2780
"178","G1700310150200","Illinois","Cook County","17031",2010,1201,634,35,128,73,54,7540,2346
"179","G1700310150300","Illinois","Cook County","17031",2010,817,566,39,90,59,92,7198,1878
"180","G1700310150401","Illinois","Cook County","17031",2010,622,286,31,84,42,48,4793,1199
"181","G1700310150402","Illinois","Cook County","17031",2010,683,253,27,60,41,51,3886,1224
"182","G1700310150501","Illinois","Cook County","17031",2010,452,162,19,30,14,62,3648,786
"183","G1700310150502","Illinois","Cook County","17031",2010,651,312,44,52,50,39,4205,1262
"184","G1700310150600","Illinois","Cook County","17031",2010,904,373,30,34,49,57,4163,1546
"185","G1700310150700","Illinois","Cook County","17031",2010,1137,426,32,55,54,94,4608,1970
"186","G1700310150800","Illinois","Cook County","17031",2010,1603,649,33,197,49,120,5280,2842
"187","G1700310151001","Illinois","Cook County","17031",2010,982,353,11,104,30,118,2819,1737
"188","G1700310151002","Illinois","Cook County","17031",2010,1684,569,34,153,31,159,4567,2857
"189","G1700310151100","Illinois","Cook County","17031",2010,1485,596,29,94,85,112,5458,2566
"190","G1700310151200","Illinois","Cook County","17031",2010,830,353,17,62,29,91,3884,1519
"191","G1700310160100","Illinois","Cook County","17031",2010,391,167,30,48,11,7,2485,716
"192","G1700310160200","Illinois","Cook County","17031",2010,452,225,37,53,21,43,3443,873
"193","G1700310160300","Illinois","Cook County","17031",2010,293,275,22,34,28,49,3785,814
"194","G1700310160400","Illinois","Cook County","17031",2010,1119,448,67,126,40,120,4768,2126
"195","G1700310160501","Illinois","Cook County","17031",2010,1684,260,19,203,28,264,4188,2673
"196","G1700310160502","Illinois","Cook County","17031",2010,1360,248,17,175,43,110,3550,2119
"197","G1700310160601","Illinois","Cook County","17031",2010,1063,239,26,95,49,85,3490,1729
"198","G1700310160602","Illinois","Cook County","17031",2010,1020,258,36,75,37,108,3589,1655
"199","G1700310160700","Illinois","Cook County","17031",2010,1602,536,44,198,54,146,5893,2934
"200","G1700310160800","Illinois","Cook County","17031",2010,1782,531,49,180,66,168,5148,2973
"201","G1700310160900","Illinois","Cook County","17031",2010,413,182,18,29,10,46,2405,755
"202","G1700310161000","Illinois","Cook County","17031",2010,212,113,3,19,15,13,1707,414
"203","G1700310161100","Illinois","Cook County","17031",2010,148,80,14,4,5,20,1861,301
"204","G1700310161200","Illinois","Cook County","17031",2010,1077,376,36,82,35,128,2930,1878
"205","G1700310161300","Illinois","Cook County","17031",2010,1477,524,23,112,15,57,4117,2372
"206","G1700310170100","Illinois","Cook County","17031",2010,80,53,10,7,2,3,1752,176
"207","G1700310170200","Illinois","Cook County","17031",2010,753,273,9,73,42,38,3892,1289
"208","G1700310170300","Illinois","Cook County","17031",2010,699,388,44,75,6,25,5129,1343
"209","G1700310170400","Illinois","Cook County","17031",2010,332,206,11,34,30,32,3870,740
"210","G1700310170500","Illinois","Cook County","17031",2010,427,343,14,37,20,22,4980,958
"211","G1700310170600","Illinois","Cook County","17031",2010,161,120,12,15,3,13,2498,360
"212","G1700310170700","Illinois","Cook County","17031",2010,302,115,7,38,4,19,2980,524
"213","G1700310170800","Illinois","Cook County","17031",2010,432,213,16,29,34,28,3721,800
"214","G1700310170900","Illinois","Cook County","17031",2010,276,140,7,17,4,9,1713,494
"215","G1700310171000","Illinois","Cook County","17031",2010,832,523,58,96,42,66,7287,1772
"216","G1700310171100","Illinois","Cook County","17031",2010,909,403,13,59,21,58,4110,1541
"217","G1700310180100","Illinois","Cook County","17031",2010,1566,643,24,115,71,63,6156,2670
"218","G1700310190100","Illinois","Cook County","17031",2010,1398,299,13,73,8,78,2488,1964
"219","G1700310190200","Illinois","Cook County","17031",2010,2766,990,41,203,43,249,5853,4597
"220","G1700310190300","Illinois","Cook County","17031",2010,2173,906,42,157,27,143,5794,3665
"221","G1700310190401","Illinois","Cook County","17031",2010,1713,530,13,116,44,81,4257,2664
"222","G1700310190402","Illinois","Cook County","17031",2010,2320,740,28,110,32,166,5458,3666
"223","G1700310190601","Illinois","Cook County","17031",2010,2578,677,14,88,31,117,4545,3717
"224","G1700310190602","Illinois","Cook County","17031",2010,2906,820,46,211,53,62,5516,4388
"225","G1700310190701","Illinois","Cook County","17031",2010,1598,428,12,123,14,82,2955,2436
"226","G1700310190702","Illinois","Cook County","17031",2010,3012,553,26,114,14,104,4869,4065
"227","G1700310190800","Illinois","Cook County","17031",2010,3413,1333,25,184,72,164,6632,5586
"228","G1700310190900","Illinois","Cook County","17031",2010,891,567,17,41,17,46,2040,1677
"229","G1700310191000","Illinois","Cook County","17031",2010,1281,647,13,95,14,82,2559,2300
"230","G1700310191100","Illinois","Cook County","17031",2010,4336,1382,62,176,27,126,7414,6526
"231","G1700310191200","Illinois","Cook County","17031",2010,2777,414,7,56,10,73,3853,3591
"232","G1700310191301","Illinois","Cook County","17031",2010,3275,622,27,157,19,74,5397,4509
"233","G1700310191302","Illinois","Cook County","17031",2010,3340,652,25,110,25,26,5034,4358
"234","G1700310200100","Illinois","Cook County","17031",2010,1813,944,23,140,45,153,4354,3334
"235","G1700310200200","Illinois","Cook County","17031",2010,2361,1643,38,142,49,96,5427,4700
"236","G1700310200300","Illinois","Cook County","17031",2010,1189,492,23,50,6,40,2209,1956
"237","G1700310200401","Illinois","Cook County","17031",2010,1961,906,20,72,5,40,3603,3219
"238","G1700310200402","Illinois","Cook County","17031",2010,2565,991,9,146,7,53,4396,4058
"239","G1700310210100","Illinois","Cook County","17031",2010,1387,421,20,76,29,108,4028,2189
"240","G1700310210400","Illinois","Cook County","17031",2010,1385,474,20,118,18,130,3035,2275
"241","G1700310210501","Illinois","Cook County","17031",2010,1654,359,17,82,20,150,3900,2459
"242","G1700310210502","Illinois","Cook County","17031",2010,2070,358,26,156,24,161,4486,2967
"243","G1700310210601","Illinois","Cook County","17031",2010,1450,278,29,68,16,194,3104,2164
"244","G1700310210602","Illinois","Cook County","17031",2010,2315,637,44,170,37,118,4683,3487
"245","G1700310210700","Illinois","Cook County","17031",2010,1634,664,46,132,31,95,4309,2772
"246","G1700310210800","Illinois","Cook County","17031",2010,525,138,19,54,16,43,1196,856
"247","G1700310210900","Illinois","Cook County","17031",2010,985,397,24,60,14,37,3068,1631
"248","G1700310220300","Illinois","Cook County","17031",2010,315,346,14,20,14,3,2102,762
"249","G1700310220400","Illinois","Cook County","17031",2010,410,375,19,23,8,16,2495,899
"250","G1700310220500","Illinois","Cook County","17031",2010,302,361,34,22,15,28,2626,842
"251","G1700310220601","Illinois","Cook County","17031",2010,391,330,17,32,11,36,1766,871
"252","G1700310220602","Illinois","Cook County","17031",2010,1060,820,91,71,20,113,5064,2363
"253","G1700310220701","Illinois","Cook County","17031",2010,1602,633,32,96,21,149,3437,2701
"254","G1700310220702","Illinois","Cook County","17031",2010,1794,827,18,103,9,52,4060,2942
"255","G1700310220901","Illinois","Cook County","17031",2010,1623,806,37,66,13,61,3498,2813
"256","G1700310220902","Illinois","Cook County","17031",2010,1644,790,18,93,9,141,3371,2833
"257","G1700310221000","Illinois","Cook County","17031",2010,1202,548,20,38,18,69,2923,2072
"258","G1700310221100","Illinois","Cook County","17031",2010,1176,1107,51,105,26,58,4870,2703
"259","G1700310221200","Illinois","Cook County","17031",2010,565,483,45,35,12,32,2860,1248
"260","G1700310221300","Illinois","Cook County","17031",2010,824,570,27,31,17,88,3222,1657
"261","G1700310221400","Illinois","Cook County","17031",2010,1351,252,21,26,8,37,3020,1779
"262","G1700310221500","Illinois","Cook County","17031",2010,769,361,35,29,19,78,2829,1365
"263","G1700310221600","Illinois","Cook County","17031",2010,322,115,1,21,28,13,2969,549
"264","G1700310222200","Illinois","Cook County","17031",2010,126,103,8,4,3,0,1912,278
"265","G1700310222500","Illinois","Cook County","17031",2010,467,288,16,34,18,16,1410,895
"266","G1700310222600","Illinois","Cook County","17031",2010,326,376,12,13,6,12,1602,803
"267","G1700310222700","Illinois","Cook County","17031",2010,720,618,15,27,20,24,2235,1488
"268","G1700310222800","Illinois","Cook County","17031",2010,476,254,10,21,0,15,1074,829
"269","G1700310222900","Illinois","Cook County","17031",2010,533,377,4,52,8,33,1244,1068
"270","G1700310230100","Illinois","Cook County","17031",2010,504,436,12,18,8,2,1623,1038
"271","G1700310230200","Illinois","Cook County","17031",2010,812,731,10,41,9,12,2107,1684
"272","G1700310230300","Illinois","Cook County","17031",2010,635,215,0,13,0,5,1024,906
"273","G1700310230400","Illinois","Cook County","17031",2010,1332,740,15,70,4,25,2609,2329
"274","G1700310230500","Illinois","Cook County","17031",2010,2098,736,25,58,8,29,3570,3130
"275","G1700310230600","Illinois","Cook County","17031",2010,2630,1249,28,83,6,65,6818,4297
"276","G1700310230700","Illinois","Cook County","17031",2010,2985,1661,26,139,14,44,6364,5199
"277","G1700310230800","Illinois","Cook County","17031",2010,683,398,4,8,1,6,1314,1148
"278","G1700310230900","Illinois","Cook County","17031",2010,1395,1889,46,60,22,28,5399,3640
"279","G1700310231100","Illinois","Cook County","17031",2010,179,94,5,7,1,13,1236,322
"280","G1700310231200","Illinois","Cook County","17031",2010,882,581,8,30,4,23,6095,1665
"281","G1700310231500","Illinois","Cook County","17031",2010,171,172,9,5,3,6,6039,393
"282","G1700310240200","Illinois","Cook County","17031",2010,107,69,4,2,0,0,1452,213
"283","G1700310240300","Illinois","Cook County","17031",2010,72,50,3,1,4,1,1317,143
"284","G1700310240500","Illinois","Cook County","17031",2010,87,62,9,4,4,2,2251,184
"285","G1700310240600","Illinois","Cook County","17031",2010,479,203,11,10,2,2,1457,728
"286","G1700310240700","Illinois","Cook County","17031",2010,510,333,8,22,7,5,1535,921
"287","G1700310240800","Illinois","Cook County","17031",2010,455,550,16,8,11,5,1617,1098
"288","G1700310240900","Illinois","Cook County","17031",2010,132,438,5,5,7,10,1182,647
"289","G1700310241000","Illinois","Cook County","17031",2010,297,704,20,7,16,5,2047,1092
"290","G1700310241100","Illinois","Cook County","17031",2010,489,784,26,11,16,15,3682,1420
"291","G1700310241200","Illinois","Cook County","17031",2010,127,206,6,15,9,0,1696,399
"292","G1700310241300","Illinois","Cook County","17031",2010,66,133,5,4,3,4,1857,252
"293","G1700310241400","Illinois","Cook County","17031",2010,210,299,27,9,7,2,4595,631
"294","G1700310241500","Illinois","Cook County","17031",2010,407,127,9,9,7,0,2872,598
"295","G1700310241600","Illinois","Cook County","17031",2010,852,102,13,3,11,14,3477,1051
"296","G1700310242000","Illinois","Cook County","17031",2010,860,288,18,7,13,74,4565,1368
"297","G1700310242100","Illinois","Cook County","17031",2010,603,113,15,5,8,45,3648,859
"298","G1700310242200","Illinois","Cook County","17031",2010,523,105,10,7,12,16,3590,763
"299","G1700310242300","Illinois","Cook County","17031",2010,209,156,10,8,14,9,3240,444
"300","G1700310242400","Illinois","Cook County","17031",2010,94,83,3,4,3,2,2764,212
"301","G1700310242500","Illinois","Cook County","17031",2010,574,590,16,9,3,7,3438,1268
"302","G1700310242600","Illinois","Cook County","17031",2010,833,1601,32,26,23,12,5831,2665
"303","G1700310242700","Illinois","Cook County","17031",2010,293,660,8,16,2,5,2029,1014
"304","G1700310242800","Illinois","Cook County","17031",2010,151,84,4,1,2,8,1436,272
"305","G1700310242900","Illinois","Cook County","17031",2010,302,97,4,5,4,8,1670,436
"306","G1700310243000","Illinois","Cook County","17031",2010,578,139,5,9,5,3,2204,775
"307","G1700310243100","Illinois","Cook County","17031",2010,790,175,3,6,2,59,2242,1110
"308","G1700310243200","Illinois","Cook County","17031",2010,548,159,4,3,9,84,2170,877
"309","G1700310243300","Illinois","Cook County","17031",2010,459,85,9,8,8,15,2386,633
"310","G1700310243400","Illinois","Cook County","17031",2010,845,191,12,12,8,72,3001,1167
"311","G1700310243500","Illinois","Cook County","17031",2010,169,45,8,4,12,3,2937,267
"312","G1700310250200","Illinois","Cook County","17031",2010,473,312,14,20,10,2,2669,972
"313","G1700310250300","Illinois","Cook County","17031",2010,675,217,4,16,6,17,4725,1024
"314","G1700310250400","Illinois","Cook County","17031",2010,445,207,6,35,15,15,5887,779
"315","G1700310250500","Illinois","Cook County","17031",2010,917,642,47,78,58,29,7538,1878
"316","G1700310250600","Illinois","Cook County","17031",2010,189,101,2,3,3,15,4422,337
"317","G1700310250700","Illinois","Cook County","17031",2010,159,136,14,8,1,0,6098,348
