"","GISJOIN","STATE","COUNTY","state_county","YEAR","Mexican","Puerto Rican","Cuban","Guatemalan","Colombian","Ecuadorian","total_pop","total_his"
"318","G1700310250800","Illinois","Cook County","17031",2010,199,119,0,33,2,8,2488,393
"319","G1700310251000","Illinois","Cook County","17031",2010,43,40,0,4,0,8,1181,100
"320","G1700310251100","Illinois","Cook County","17031",2010,110,72,4,6,0,2,4302,215
"321","G1700310251200","Illinois","Cook County","17031",2010,114,107,1,0,0,24,4196,276
"322","G1700310251300","Illinois","Cook County","17031",2010,124,84,3,17,0,1,4921,252
"323","G1700310251400","Illinois","Cook County","17031",2010,74,44,6,1,1,4,3983,140
"324","G1700310251500","Illinois","Cook County","17031",2010,35,58,9,0,2,1,4784,107
"325","G1700310251600","Illinois","Cook County","17031",2010,36,86,1,10,0,1,3649,135
"326","G1700310251700","Illinois","Cook County","17031",2010,98,25,3,0,0,1,1495,145
"327","G1700310251800","Illinois","Cook County","17031",2010,35,30,2,0,0,4,5112,91
"328","G1700310251900","Illinois","Cook County","17031",2010,51,64,4,4,0,0,5731,137
"329","G1700310252000","Illinois","Cook County","17031",2010,29,42,13,0,2,0,5719,103
"330","G1700310252101","Illinois","Cook County","17031",2010,7,6,0,0,0,2,1370,20
"331","G1700310252102","Illinois","Cook County","17031",2010,14,16,1,0,0,0,6438,42
"332","G1700310252201","Illinois","Cook County","17031",2010,13,20,4,0,0,0,2953,37
"333","G1700310252202","Illinois","Cook County","17031",2010,24,27,0,3,0,0,4609,61
"334","G1700310260100","Illinois","Cook County","17031",2010,13,18,1,7,0,2,1248,49
"335","G1700310260200","Illinois","Cook County","17031",2010,10,8,0,0,0,3,1136,26
"336","G1700310260300","Illinois","Cook County","17031",2010,8,20,1,0,0,0,1564,37
"337","G1700310260400","Illinois","Cook County","17031",2010,27,19,0,0,0,0,1271,51
"338","G1700310260500","Illinois","Cook County","17031",2010,6,5,1,0,0,0,1934,12
"339","G1700310260600","Illinois","Cook County","17031",2010,5,14,3,0,2,2,2478,38
"340","G1700310260700","Illinois","Cook County","17031",2010,15,3,0,0,0,0,2032,21
"341","G1700310260800","Illinois","Cook County","17031",2010,20,33,4,0,0,0,2539,60
"342","G1700310260900","Illinois","Cook County","17031",2010,7,9,4,0,0,0,1480,28
"343","G1700310261000","Illinois","Cook County","17031",2010,7,12,0,0,3,0,2319,26
"344","G1700310270500","Illinois","Cook County","17031",2010,20,16,0,0,0,0,1689,41
"345","G1700310271200","Illinois","Cook County","17031",2010,9,16,0,1,0,0,1170,31
"346","G1700310271300","Illinois","Cook County","17031",2010,6,6,2,0,0,0,1045,22
"347","G1700310271400","Illinois","Cook County","17031",2010,11,12,1,3,0,0,1527,27
"348","G1700310271500","Illinois","Cook County","17031",2010,9,14,0,0,0,0,1397,28
"349","G1700310271800","Illinois","Cook County","17031",2010,9,2,0,1,3,0,970,17
"350","G1700310280100","Illinois","Cook County","17031",2010,134,34,12,1,10,4,4872,255
"351","G1700310280400","Illinois","Cook County","17031",2010,38,15,6,0,4,0,1366,67
"352","G1700310280800","Illinois","Cook County","17031",2010,8,13,1,0,1,0,755,26
"353","G1700310280900","Illinois","Cook County","17031",2010,9,8,1,0,0,1,942,32
"354","G1700310281900","Illinois","Cook County","17031",2010,130,37,19,8,13,3,4844,287
"355","G1700310282700","Illinois","Cook County","17031",2010,458,105,2,2,5,7,2349,616
"356","G1700310282800","Illinois","Cook County","17031",2010,501,37,0,0,1,14,1691,599
"357","G1700310283100","Illinois","Cook County","17031",2010,102,29,6,1,7,1,2703,176
"358","G1700310283200","Illinois","Cook County","17031",2010,92,14,7,0,1,1,1664,130
"359","G1700310283800","Illinois","Cook County","17031",2010,223,41,8,6,10,5,3688,350
"360","G1700310290900","Illinois","Cook County","17031",2010,35,80,1,2,0,1,4530,127
"361","G1700310291200","Illinois","Cook County","17031",2010,30,7,0,0,0,0,2240,40
"362","G1700310291600","Illinois","Cook County","17031",2010,611,62,9,3,0,0,1055,737
"363","G1700310292200","Illinois","Cook County","17031",2010,62,19,0,2,1,1,2961,87
"364","G1700310292400","Illinois","Cook County","17031",2010,30,19,2,0,0,0,2268,51
"365","G1700310292500","Illinois","Cook County","17031",2010,51,36,2,0,0,1,4140,100
"366","G1700310300500","Illinois","Cook County","17031",2010,2656,61,5,7,5,4,3257,2815
"367","G1700310300600","Illinois","Cook County","17031",2010,2356,60,2,6,3,1,3212,2485
"368","G1700310300700","Illinois","Cook County","17031",2010,4637,94,12,14,9,23,5194,4930
"369","G1700310300800","Illinois","Cook County","17031",2010,4217,69,9,23,0,1,4610,4416
"370","G1700310300900","Illinois","Cook County","17031",2010,4616,126,1,27,6,6,5050,4876
"371","G1700310301100","Illinois","Cook County","17031",2010,2267,44,0,14,3,9,2617,2369
"372","G1700310301200","Illinois","Cook County","17031",2010,3371,113,6,16,2,20,4012,3642
"373","G1700310301600","Illinois","Cook County","17031",2010,4248,46,2,28,14,7,4654,4557
"374","G1700310301701","Illinois","Cook County","17031",2010,4126,38,3,51,7,2,4381,4323
"375","G1700310301702","Illinois","Cook County","17031",2010,3795,32,3,7,1,14,4045,3936
"376","G1700310301801","Illinois","Cook County","17031",2010,3697,49,2,40,0,8,4005,3887
"377","G1700310301802","Illinois","Cook County","17031",2010,3174,64,7,6,5,7,3518,3403
"378","G1700310301803","Illinois","Cook County","17031",2010,4901,70,2,34,1,8,5357,5236
"379","G1700310310200","Illinois","Cook County","17031",2010,707,37,5,2,2,2,1336,794
"380","G1700310310300","Illinois","Cook County","17031",2010,1008,51,2,8,9,5,1697,1147
"381","G1700310310400","Illinois","Cook County","17031",2010,916,26,7,3,0,0,1332,991
"382","G1700310310500","Illinois","Cook County","17031",2010,1438,27,3,7,4,0,1700,1498
"383","G1700310310600","Illinois","Cook County","17031",2010,4296,93,14,23,11,21,5868,4590
"384","G1700310310700","Illinois","Cook County","17031",2010,1319,34,8,8,0,11,1692,1435
"385","G1700310310800","Illinois","Cook County","17031",2010,3683,129,4,7,13,7,4516,3978
"386","G1700310310900","Illinois","Cook County","17031",2010,4147,103,6,36,10,7,5123,4468
"387","G1700310320100","Illinois","Cook County","17031",2010,309,85,40,14,42,9,10848,727
"388","G1700310320400","Illinois","Cook County","17031",2010,102,30,14,4,10,0,2518,202
"389","G1700310320600","Illinois","Cook County","17031",2010,144,29,9,1,17,5,4256,252
"390","G1700310330100","Illinois","Cook County","17031",2010,499,138,52,15,58,16,16735,1015
"391","G1700310330200","Illinois","Cook County","17031",2010,85,8,9,1,10,0,3806,148
"392","G1700310340300","Illinois","Cook County","17031",2010,65,7,1,0,5,0,1786,86
"393","G1700310340400","Illinois","Cook County","17031",2010,70,8,0,0,0,2,1900,93
"394","G1700310340500","Illinois","Cook County","17031",2010,105,13,1,0,5,0,1544,146
"395","G1700310340600","Illinois","Cook County","17031",2010,1,0,0,0,0,0,907,1
"396","G1700310350100","Illinois","Cook County","17031",2010,9,14,5,0,5,0,2144,46
"397","G1700310350400","Illinois","Cook County","17031",2010,8,4,0,0,0,0,389,12
"398","G1700310351000","Illinois","Cook County","17031",2010,28,11,2,0,2,0,3267,55
"399","G1700310351100","Illinois","Cook County","17031",2010,7,14,2,0,0,0,1960,27
"400","G1700310351400","Illinois","Cook County","17031",2010,12,5,0,0,0,0,1437,21
"401","G1700310351500","Illinois","Cook County","17031",2010,1,0,0,2,0,0,255,3
"402","G1700310360200","Illinois","Cook County","17031",2010,18,1,0,0,0,0,1443,23
"403","G1700310380100","Illinois","Cook County","17031",2010,22,19,3,4,0,0,1924,55
"404","G1700310380200","Illinois","Cook County","17031",2010,11,4,1,0,0,0,1680,16
"405","G1700310380500","Illinois","Cook County","17031",2010,3,5,0,1,0,0,752,13
"406","G1700310380700","Illinois","Cook County","17031",2010,9,14,0,1,0,0,1243,28
"407","G1700310381200","Illinois","Cook County","17031",2010,10,16,1,1,3,0,2167,37
"408","G1700310381400","Illinois","Cook County","17031",2010,1,5,0,0,0,0,1612,8
"409","G1700310381500","Illinois","Cook County","17031",2010,11,1,0,0,0,0,237,14
"410","G1700310381700","Illinois","Cook County","17031",2010,0,0,0,0,0,0,0,0
"411","G1700310381800","Illinois","Cook County","17031",2010,18,16,0,0,0,0,1188,37
"412","G1700310381900","Illinois","Cook County","17031",2010,11,8,1,0,0,0,1295,26
"413","G1700310390100","Illinois","Cook County","17031",2010,9,4,3,6,6,0,1268,29
"414","G1700310390200","Illinois","Cook County","17031",2010,31,22,10,0,2,0,1840,69
"415","G1700310390300","Illinois","Cook County","17031",2010,18,14,2,0,0,0,2743,40
"416","G1700310390400","Illinois","Cook County","17031",2010,25,13,2,0,0,1,2934,55
"417","G1700310390500","Illinois","Cook County","17031",2010,12,9,2,1,5,0,1598,49
"418","G1700310390600","Illinois","Cook County","17031",2010,33,4,3,0,7,0,1866,59
"419","G1700310390700","Illinois","Cook County","17031",2010,101,28,11,2,13,2,5592,241
"420","G1700310400300","Illinois","Cook County","17031",2010,1,3,6,0,0,0,1567,20
"421","G1700310400400","Illinois","Cook County","17031",2010,4,10,0,0,0,0,1955,17
"422","G1700310400500","Illinois","Cook County","17031",2010,9,7,0,0,0,0,2258,25
"423","G1700310400800","Illinois","Cook County","17031",2010,2,1,1,0,0,0,2701,9
"424","G1700310410100","Illinois","Cook County","17031",2010,90,9,2,5,8,2,1802,150
"425","G1700310410200","Illinois","Cook County","17031",2010,45,14,1,4,7,1,1443,120
"426","G1700310410500","Illinois","Cook County","17031",2010,78,16,3,1,4,0,2557,124
"427","G1700310410600","Illinois","Cook County","17031",2010,46,13,12,0,5,1,2327,108
"428","G1700310410700","Illinois","Cook County","17031",2010,82,19,11,0,7,1,2154,172
"429","G1700310410800","Illinois","Cook County","17031",2010,108,16,4,1,13,2,2662,181
"430","G1700310410900","Illinois","Cook County","17031",2010,114,21,7,5,11,0,2838,212
"431","G1700310411000","Illinois","Cook County","17031",2010,106,22,18,3,13,2,3309,213
"432","G1700310411100","Illinois","Cook County","17031",2010,44,3,2,3,4,3,2132,112
"433","G1700310411200","Illinois","Cook County","17031",2010,25,3,2,2,4,0,1640,59
"434","G1700310420100","Illinois","Cook County","17031",2010,6,1,0,0,0,0,1441,13
"435","G1700310420200","Illinois","Cook County","17031",2010,15,3,1,0,0,0,1723,42
"436","G1700310420300","Illinois","Cook County","17031",2010,71,11,16,5,8,3,2488,169
"437","G1700310420400","Illinois","Cook County","17031",2010,14,9,3,1,1,0,1329,38
"438","G1700310420500","Illinois","Cook County","17031",2010,13,10,1,0,0,0,2624,32
"439","G1700310420600","Illinois","Cook County","17031",2010,6,1,6,0,0,4,2219,19
"440","G1700310420700","Illinois","Cook County","17031",2010,12,11,0,0,0,0,3261,38
"441","G1700310420800","Illinois","Cook County","17031",2010,14,9,0,0,0,0,2213,26
"442","G1700310421200","Illinois","Cook County","17031",2010,8,0,0,0,0,5,1380,15
"443","G1700310430101","Illinois","Cook County","17031",2010,16,7,2,0,1,0,3689,29
"444","G1700310430102","Illinois","Cook County","17031",2010,15,14,3,0,3,0,2963,50
"445","G1700310430200","Illinois","Cook County","17031",2010,43,34,5,0,6,1,4680,96
"446","G1700310430300","Illinois","Cook County","17031",2010,7,26,7,0,2,0,2336,46
"447","G1700310430400","Illinois","Cook County","17031",2010,26,12,1,0,0,2,2892,42
"448","G1700310430500","Illinois","Cook County","17031",2010,14,24,1,0,0,0,3604,50
"449","G1700310430600","Illinois","Cook County","17031",2010,1,12,0,0,0,1,1665,26
"450","G1700310430700","Illinois","Cook County","17031",2010,41,19,3,0,3,0,2210,71
"451","G1700310430800","Illinois","Cook County","17031",2010,6,11,5,0,0,0,1763,31
"452","G1700310430900","Illinois","Cook County","17031",2010,14,7,0,0,0,0,1814,33
"453","G1700310431200","Illinois","Cook County","17031",2010,25,12,1,0,5,0,3078,61
"454","G1700310431301","Illinois","Cook County","17031",2010,49,12,4,0,0,0,3545,69
"455","G1700310431302","Illinois","Cook County","17031",2010,41,15,0,0,0,0,4166,60
"456","G1700310431400","Illinois","Cook County","17031",2010,55,16,10,0,1,0,6418,97
"457","G1700310440101","Illinois","Cook County","17031",2010,29,12,1,0,0,2,3746,46
"458","G1700310440102","Illinois","Cook County","17031",2010,15,7,1,0,0,0,3127,26
"459","G1700310440201","Illinois","Cook County","17031",2010,16,19,8,1,1,0,5060,56
"460","G1700310440202","Illinois","Cook County","17031",2010,7,8,1,0,0,0,2999,23
"461","G1700310440300","Illinois","Cook County","17031",2010,21,12,6,0,0,0,4757,52
"462","G1700310440600","Illinois","Cook County","17031",2010,16,6,0,0,0,1,2080,24
"463","G1700310440700","Illinois","Cook County","17031",2010,1,1,0,0,3,0,1545,7
"464","G1700310440800","Illinois","Cook County","17031",2010,11,7,0,0,0,0,1800,19
"465","G1700310440900","Illinois","Cook County","17031",2010,5,2,2,0,0,0,2610,18
"466","G1700310450300","Illinois","Cook County","17031",2010,25,28,0,0,1,0,3615,56
"467","G1700310460100","Illinois","Cook County","17031",2010,561,47,8,2,3,0,3405,673
"468","G1700310460200","Illinois","Cook County","17031",2010,925,100,3,4,0,2,2385,1184
"469","G1700310460301","Illinois","Cook County","17031",2010,865,60,3,6,0,0,3404,966
"470","G1700310460302","Illinois","Cook County","17031",2010,228,31,1,2,0,0,3803,267
"471","G1700310460400","Illinois","Cook County","17031",2010,51,19,1,0,0,0,3705,84
"472","G1700310460500","Illinois","Cook County","17031",2010,26,19,5,1,0,0,5789,70
"473","G1700310460600","Illinois","Cook County","17031",2010,211,14,0,7,0,0,1183,243
"474","G1700310460700","Illinois","Cook County","17031",2010,1287,70,1,16,1,0,3314,1488
"475","G1700310461000","Illinois","Cook County","17031",2010,425,76,6,1,0,0,1496,520
"476","G1700310470100","Illinois","Cook County","17031",2010,7,11,1,0,0,0,2916,20
"477","G1700310480100","Illinois","Cook County","17031",2010,14,0,1,0,0,0,2033,19
"478","G1700310480200","Illinois","Cook County","17031",2010,5,4,1,0,3,0,1229,19
"479","G1700310480300","Illinois","Cook County","17031",2010,13,5,0,0,0,0,1468,22
"480","G1700310480400","Illinois","Cook County","17031",2010,45,14,14,0,0,0,5876,91
"481","G1700310480500","Illinois","Cook County","17031",2010,318,70,2,2,0,0,3206,418
"482","G1700310490300","Illinois","Cook County","17031",2010,7,3,0,0,0,0,2033,11
"483","G1700310490400","Illinois","Cook County","17031",2010,1,0,0,0,0,0,1059,2
"484","G1700310490500","Illinois","Cook County","17031",2010,5,10,0,0,0,0,2242,22
"485","G1700310490600","Illinois","Cook County","17031",2010,7,13,2,0,0,0,1562,22
"486","G1700310490700","Illinois","Cook County","17031",2010,13,7,5,0,0,0,3085,26
"487","G1700310490800","Illinois","Cook County","17031",2010,16,10,5,0,0,0,4007,40
"488","G1700310490901","Illinois","Cook County","17031",2010,15,10,1,0,0,0,3891,34
"489","G1700310490902","Illinois","Cook County","17031",2010,14,14,0,0,1,0,5086,38
"490","G1700310491000","Illinois","Cook County","17031",2010,30,8,0,0,0,0,5247,51
"491","G1700310491100","Illinois","Cook County","17031",2010,17,16,4,0,0,0,4514,43
"492","G1700310491200","Illinois","Cook County","17031",2010,17,11,0,0,2,0,2444,36
"493","G1700310491300","Illinois","Cook County","17031",2010,28,11,0,0,0,0,2886,39
"494","G1700310491400","Illinois","Cook County","17031",2010,11,7,1,1,0,0,2931,40
"495","G1700310500100","Illinois","Cook County","17031",2010,8,7,5,0,0,1,3644,36
"496","G1700310500200","Illinois","Cook County","17031",2010,25,13,0,0,0,0,2015,38
"497","G1700310500300","Illinois","Cook County","17031",2010,423,29,2,21,1,0,1666,497
"498","G1700310510100","Illinois","Cook County","17031",2010,2582,141,1,9,2,4,3530,2848
"499","G1700310510200","Illinois","Cook County","17031",2010,535,26,3,1,1,0,2986,575
"500","G1700310510300","Illinois","Cook County","17031",2010,35,13,4,1,0,0,5360,55
"501","G1700310520100","Illinois","Cook County","17031",2010,1590,79,5,8,0,0,2075,1741
"502","G1700310520200","Illinois","Cook County","17031",2010,2928,118,3,5,0,1,3817,3122
"503","G1700310520300","Illinois","Cook County","17031",2010,4915,214,6,13,8,4,6215,5302
"504","G1700310520400","Illinois","Cook County","17031",2010,3050,131,5,6,3,1,4090,3309
"505","G1700310520500","Illinois","Cook County","17031",2010,2500,156,1,15,0,2,4301,2729
"506","G1700310520600","Illinois","Cook County","17031",2010,1689,132,3,3,9,2,2544,1873
"507","G1700310530100","Illinois","Cook County","17031",2010,1089,14,0,10,0,0,2371,1136
"508","G1700310530200","Illinois","Cook County","17031",2010,49,14,1,0,0,0,5152,67
"509","G1700310530300","Illinois","Cook County","17031",2010,43,3,3,0,0,0,4273,58
"510","G1700310530400","Illinois","Cook County","17031",2010,40,4,1,0,0,0,2223,60
"511","G1700310530501","Illinois","Cook County","17031",2010,40,11,1,0,2,0,5402,70
"512","G1700310530502","Illinois","Cook County","17031",2010,3,6,6,0,0,0,1667,19
"513","G1700310530503","Illinois","Cook County","17031",2010,26,15,1,0,0,0,5345,57
"514","G1700310530600","Illinois","Cook County","17031",2010,17,14,0,0,0,0,3207,42
"515","G1700310540101","Illinois","Cook County","17031",2010,94,15,2,1,0,0,3373,112
"516","G1700310540102","Illinois","Cook County","17031",2010,6,3,4,0,0,0,3109,20
"517","G1700310550100","Illinois","Cook County","17031",2010,2984,242,7,17,0,5,6628,3362
"518","G1700310550200","Illinois","Cook County","17031",2010,1171,71,0,8,1,0,2798,1309
"519","G1700310560100","Illinois","Cook County","17031",2010,840,53,6,11,10,2,1473,940
"520","G1700310560200","Illinois","Cook County","17031",2010,173,28,0,0,0,0,1721,214
"521","G1700310560300","Illinois","Cook County","17031",2010,1747,131,3,15,12,16,3187,1966
"522","G1700310560400","Illinois","Cook County","17031",2010,993,21,4,3,1,6,1516,1053
"523","G1700310560700","Illinois","Cook County","17031",2010,1545,147,8,4,2,16,3484,1753
"524","G1700310560800","Illinois","Cook County","17031",2010,1641,127,15,23,14,12,5411,1898
"525","G1700310560900","Illinois","Cook County","17031",2010,1243,88,10,8,6,7,5093,1387
"526","G1700310561000","Illinois","Cook County","17031",2010,1136,70,4,2,8,8,5161,1273
"527","G1700310561100","Illinois","Cook County","17031",2010,1783,102,10,8,0,7,5407,1958
"528","G1700310570100","Illinois","Cook County","17031",2010,853,28,3,15,5,6,1257,916
"529","G1700310570200","Illinois","Cook County","17031",2010,1333,45,1,10,0,3,1943,1459
"530","G1700310570300","Illinois","Cook County","17031",2010,4424,157,1,53,7,29,6116,4835
"531","G1700310570400","Illinois","Cook County","17031",2010,1132,42,0,15,0,2,1615,1225
"532","G1700310570500","Illinois","Cook County","17031",2010,1577,68,4,26,9,16,2462,1747
"533","G1700310580100","Illinois","Cook County","17031",2010,2064,67,0,9,4,6,2989,2229
"534","G1700310580200","Illinois","Cook County","17031",2010,2668,87,6,26,8,32,3515,2900
"535","G1700310580300","Illinois","Cook County","17031",2010,1968,54,0,16,0,4,2426,2095
"536","G1700310580400","Illinois","Cook County","17031",2010,3654,99,18,22,7,36,4795,3926
"537","G1700310580501","Illinois","Cook County","17031",2010,4056,153,3,27,3,24,5067,4360
"538","G1700310580502","Illinois","Cook County","17031",2010,4268,91,3,19,11,3,5349,4566
"539","G1700310580600","Illinois","Cook County","17031",2010,4565,107,9,11,7,5,5531,4778
"540","G1700310580700","Illinois","Cook County","17031",2010,4867,180,1,35,10,18,6137,5217
"541","G1700310580800","Illinois","Cook County","17031",2010,1826,31,1,12,0,9,2061,1923
"542","G1700310590500","Illinois","Cook County","17031",2010,927,40,8,3,3,1,1672,1001
"543","G1700310590600","Illinois","Cook County","17031",2010,2384,121,4,8,3,28,3564,2667
"544","G1700310590700","Illinois","Cook County","17031",2010,2136,99,1,20,0,11,3100,2333
"545","G1700310600400","Illinois","Cook County","17031",2010,517,41,0,19,1,9,3891,612
"546","G1700310600600","Illinois","Cook County","17031",2010,944,55,4,7,0,8,2738,1051
"547","G1700310600700","Illinois","Cook County","17031",2010,650,44,1,6,3,9,2545,719
"548","G1700310600900","Illinois","Cook County","17031",2010,1067,93,7,7,5,7,3699,1249
"549","G1700310610300","Illinois","Cook County","17031",2010,4466,135,1,35,1,5,5658,4960
"550","G1700310610400","Illinois","Cook County","17031",2010,1944,43,1,14,0,1,2213,2109
"551","G1700310610800","Illinois","Cook County","17031",2010,184,28,0,0,1,0,1393,227
"552","G1700310611000","Illinois","Cook County","17031",2010,231,4,0,1,1,0,1098,257
"553","G1700310611100","Illinois","Cook County","17031",2010,2009,93,1,26,0,0,2922,2227
"554","G1700310611200","Illinois","Cook County","17031",2010,1802,86,6,24,0,7,2824,1997
"555","G1700310611300","Illinois","Cook County","17031",2010,2679,93,8,40,1,3,3556,2943
"556","G1700310611400","Illinois","Cook County","17031",2010,3407,64,1,51,4,0,4105,3670
"557","G1700310611500","Illinois","Cook County","17031",2010,2751,68,2,51,0,1,3567,3002
"558","G1700310611600","Illinois","Cook County","17031",2010,477,22,2,1,0,0,1609,516
"559","G1700310611700","Illinois","Cook County","17031",2010,633,35,7,7,2,2,1990,698
"560","G1700310611800","Illinois","Cook County","17031",2010,412,76,4,1,0,0,2139,497
"561","G1700310611900","Illinois","Cook County","17031",2010,267,20,1,0,0,0,2045,295
"562","G1700310612000","Illinois","Cook County","17031",2010,66,11,0,0,0,1,1545,78
"563","G1700310612100","Illinois","Cook County","17031",2010,26,17,0,0,0,0,1470,51
"564","G1700310620100","Illinois","Cook County","17031",2010,3392,78,4,20,6,16,4289,3568
"565","G1700310620200","Illinois","Cook County","17031",2010,1331,88,1,8,1,24,2223,1515
"566","G1700310620300","Illinois","Cook County","17031",2010,4217,204,6,75,13,22,6399,4651
"567","G1700310620400","Illinois","Cook County","17031",2010,4328,111,0,63,5,9,5198,4580
"568","G1700310630100","Illinois","Cook County","17031",2010,749,44,1,11,0,6,1156,852
"569","G1700310630200","Illinois","Cook County","17031",2010,1609,65,1,6,0,0,1931,1715
"570","G1700310630300","Illinois","Cook County","17031",2010,4945,60,6,35,6,35,5521,5182
"571","G1700310630400","Illinois","Cook County","17031",2010,6271,132,3,51,10,41,7083,6635
"572","G1700310630500","Illinois","Cook County","17031",2010,5569,161,2,26,7,19,6364,5896
"573","G1700310630800","Illinois","Cook County","17031",2010,5974,136,10,40,17,29,7107,6337
"574","G1700310630900","Illinois","Cook County","17031",2010,4569,138,3,58,1,10,5363,4875
"575","G1700310640100","Illinois","Cook County","17031",2010,597,71,6,10,18,2,1211,753
"576","G1700310640300","Illinois","Cook County","17031",2010,2443,224,21,19,22,11,6463,2907
"577","G1700310640400","Illinois","Cook County","17031",2010,850,115,5,1,1,12,3190,1011
"578","G1700310640500","Illinois","Cook County","17031",2010,917,131,1,1,3,3,3491,1170
"579","G1700310640600","Illinois","Cook County","17031",2010,1272,149,8,14,0,12,3912,1600
"580","G1700310640700","Illinois","Cook County","17031",2010,1429,148,5,15,9,16,3156,1760
"581","G1700310640800","Illinois","Cook County","17031",2010,1066,65,0,15,9,24,1716,1283
"582","G1700310650100","Illinois","Cook County","17031",2010,3767,147,9,46,14,7,4816,4075
"583","G1700310650200","Illinois","Cook County","17031",2010,5161,222,14,36,24,51,7320,5641
"584","G1700310650301","Illinois","Cook County","17031",2010,4118,180,3,27,22,29,5711,4504
"585","G1700310650302","Illinois","Cook County","17031",2010,3507,118,3,23,7,13,4344,3708
"586","G1700310650400","Illinois","Cook County","17031",2010,5334,182,1,44,11,13,6743,5692
"587","G1700310650500","Illinois","Cook County","17031",2010,2729,139,5,45,8,29,4421,3049
"588","G1700310660301","Illinois","Cook County","17031",2010,1090,23,1,5,0,4,1785,1149
"589","G1700310660302","Illinois","Cook County","17031",2010,3738,117,8,37,7,11,5527,4056
"590","G1700310660400","Illinois","Cook County","17031",2010,4897,128,16,32,4,25,5960,5239
"591","G1700310660500","Illinois","Cook County","17031",2010,4045,147,10,38,3,5,5534,4397
"592","G1700310660600","Illinois","Cook County","17031",2010,2180,106,8,12,0,9,6333,2375
"593","G1700310660700","Illinois","Cook County","17031",2010,44,14,5,0,0,0,2366,77
"594","G1700310660800","Illinois","Cook County","17031",2010,1678,108,2,11,1,10,5865,1915
"595","G1700310660900","Illinois","Cook County","17031",2010,349,52,1,8,1,0,4232,430
"596","G1700310661000","Illinois","Cook County","17031",2010,329,48,2,1,4,0,5706,424
"597","G1700310661100","Illinois","Cook County","17031",2010,2752,210,6,18,8,3,6542,3081
"598","G1700310670100","Illinois","Cook County","17031",2010,23,5,1,0,0,0,1516,32
"599","G1700310670200","Illinois","Cook County","17031",2010,26,7,0,0,0,0,1380,34
"600","G1700310670300","Illinois","Cook County","17031",2010,37,10,2,0,0,0,1411,51
"601","G1700310670400","Illinois","Cook County","17031",2010,101,20,0,5,1,0,1956,130
"602","G1700310670500","Illinois","Cook County","17031",2010,40,11,0,0,0,0,1321,55
"603","G1700310670600","Illinois","Cook County","17031",2010,13,10,0,0,0,0,1650,35
"604","G1700310670700","Illinois","Cook County","17031",2010,20,13,3,0,0,0,1491,42
"605","G1700310670800","Illinois","Cook County","17031",2010,6,10,0,0,0,0,1635,21
"606","G1700310670900","Illinois","Cook County","17031",2010,7,9,0,0,0,0,1351,19
"607","G1700310671100","Illinois","Cook County","17031",2010,13,4,0,0,0,0,1259,22
"608","G1700310671200","Illinois","Cook County","17031",2010,6,4,0,0,0,0,1252,10
"609","G1700310671300","Illinois","Cook County","17031",2010,29,6,1,0,0,0,2688,39
"610","G1700310671400","Illinois","Cook County","17031",2010,55,8,0,0,0,0,2072,67
"611","G1700310671500","Illinois","Cook County","17031",2010,29,10,0,0,0,0,3221,42
"612","G1700310671600","Illinois","Cook County","17031",2010,11,7,0,0,0,0,2495,22
"613","G1700310671800","Illinois","Cook County","17031",2010,21,3,2,1,0,0,1422,31
"614","G1700310671900","Illinois","Cook County","17031",2010,4,13,0,0,0,0,1378,18
"615","G1700310672000","Illinois","Cook County","17031",2010,66,15,0,0,0,0,3735,85
"616","G1700310680500","Illinois","Cook County","17031",2010,7,5,0,0,0,0,1481,18
"617","G1700310680600","Illinois","Cook County","17031",2010,11,2,0,0,0,0,1431,17
"618","G1700310680900","Illinois","Cook County","17031",2010,15,22,0,0,0,0,4019,46
"619","G1700310681000","Illinois","Cook County","17031",2010,30,4,1,0,0,2,3498,39
"620","G1700310681100","Illinois","Cook County","17031",2010,10,9,1,0,0,0,3517,32
"621","G1700310681200","Illinois","Cook County","17031",2010,18,1,0,1,0,0,2716,26
"622","G1700310681300","Illinois","Cook County","17031",2010,10,5,0,0,0,0,2936,15
"623","G1700310681400","Illinois","Cook County","17031",2010,7,12,1,0,0,0,3247,23
"624","G1700310690300","Illinois","Cook County","17031",2010,17,4,0,0,0,0,2191,26
"625","G1700310690400","Illinois","Cook County","17031",2010,20,21,0,0,0,1,3464,46
"626","G1700310690500","Illinois","Cook County","17031",2010,2,1,0,0,0,0,877,6
"627","G1700310690900","Illinois","Cook County","17031",2010,10,21,0,1,0,0,4520,36
"628","G1700310691000","Illinois","Cook County","17031",2010,15,5,0,0,1,0,2492,26
"629","G1700310691100","Illinois","Cook County","17031",2010,28,4,11,0,0,0,3266,47
"630","G1700310691200","Illinois","Cook County","17031",2010,3,8,0,0,0,0,2847,12
"631","G1700310691300","Illinois","Cook County","17031",2010,27,11,0,0,0,1,2448,43
"632","G1700310691400","Illinois","Cook County","17031",2010,16,10,7,0,0,0,3611,35
"633","G1700310691500","Illinois","Cook County","17031",2010,25,19,4,0,0,0,1930,51
"634","G1700310700100","Illinois","Cook County","17031",2010,1010,67,7,1,4,2,3427,1129
"635","G1700310700200","Illinois","Cook County","17031",2010,4225,220,7,40,12,7,6609,4599
"636","G1700310700301","Illinois","Cook County","17031",2010,3255,207,1,21,20,7,5728,3623
