"","GISJOIN","YEAR","STATE","COUNTY","state_county","Mexican","total_pop","total_his"
"1548","G1700970860902",1990,"Illinois","Lake","17097",110,5174,174
"1549","G1700970860903",1990,"Illinois","Lake","17097",132,5531,174
"1550","G1700970860904",1990,"Illinois","Lake","17097",50,3718,85
"1551","G1700970861003",1990,"Illinois","Lake","17097",53,3695,91
"1552","G1700970861004",1990,"Illinois","Lake","17097",50,4655,82
"1553","G1700970861005",1990,"Illinois","Lake","17097",111,8804,161
"1554","G1700970861006",1990,"Illinois","Lake","17097",53,3610,66
"1555","G1700970861101",1990,"Illinois","Lake","17097",49,2517,67
"1556","G1700970861102",1990,"Illinois","Lake","17097",97,6052,169
"1557","G17009708612",1990,"Illinois","Lake","17097",804,8229,1000
"1558","G1700970861301",1990,"Illinois","Lake","17097",273,3769,392
"1559","G1700970861302",1990,"Illinois","Lake","17097",991,7269,1216
"1560","G1700970861401",1990,"Illinois","Lake","17097",613,5899,703
"1561","G1700970861402",1990,"Illinois","Lake","17097",245,2277,279
"1562","G1700970861501",1990,"Illinois","Lake","17097",223,10364,381
"1563","G1700970861503",1990,"Illinois","Lake","17097",128,5692,214
"1564","G1700970861504",1990,"Illinois","Lake","17097",348,3581,459
"1565","G1700970861601",1990,"Illinois","Lake","17097",60,4270,96
"1566","G1700970861602",1990,"Illinois","Lake","17097",94,8395,173
"1567","G1700970861603",1990,"Illinois","Lake","17097",24,2498,33
"1568","G17009708617",1990,"Illinois","Lake","17097",244,5438,464
"1569","G1700970861801",1990,"Illinois","Lake","17097",473,5271,789
"1570","G1700970861802",1990,"Illinois","Lake","17097",700,6342,1178
"1571","G1700970861901",1990,"Illinois","Lake","17097",316,3445,441
"1572","G1700970861902",1990,"Illinois","Lake","17097",275,4291,413
"1573","G17009708620",1990,"Illinois","Lake","17097",801,4873,1031
"1574","G17009708621",1990,"Illinois","Lake","17097",509,4635,763
"1575","G17009708622",1990,"Illinois","Lake","17097",652,3755,978
"1576","G17009708623",1990,"Illinois","Lake","17097",695,3380,938
"1577","G17009708624",1990,"Illinois","Lake","17097",2591,6786,3281
"1578","G17009708625",1990,"Illinois","Lake","17097",1584,5686,2204
"1579","G1700970862601",1990,"Illinois","Lake","17097",677,6343,993
"1580","G1700970862602",1990,"Illinois","Lake","17097",1023,6058,1422
"1581","G17009708627",1990,"Illinois","Lake","17097",1415,3839,1892
"1582","G17009708628",1990,"Illinois","Lake","17097",52,1790,96
"1583","G17009708629",1990,"Illinois","Lake","17097",938,6219,1480
"1584","G17009708630",1990,"Illinois","Lake","17097",665,22163,1332
"1585","G17009708631",1990,"Illinois","Lake","17097",96,2373,173
"1586","G1700970863201",1990,"Illinois","Lake","17097",103,2639,157
"1587","G1700970863202",1990,"Illinois","Lake","17097",35,5171,90
"1588","G17009708633",1990,"Illinois","Lake","17097",13,2780,22
"1589","G17009708634",1990,"Illinois","Lake","17097",46,4408,109
"1590","G17009708635",1990,"Illinois","Lake","17097",58,3914,87
"1591","G1700970863601",1990,"Illinois","Lake","17097",13,1849,20
"1592","G1700970863602",1990,"Illinois","Lake","17097",44,6263,89
"1593","G17009708637",1990,"Illinois","Lake","17097",127,6485,182
"1594","G17009708638",1990,"Illinois","Lake","17097",84,5584,134
"1595","G1700970863901",1990,"Illinois","Lake","17097",115,6799,164
"1596","G1700970863902",1990,"Illinois","Lake","17097",63,4521,135
"1597","G1700970864001",1990,"Illinois","Lake","17097",200,5551,279
"1598","G1700970864002",1990,"Illinois","Lake","17097",1331,5346,1512
"1599","G1700970864101",1990,"Illinois","Lake","17097",53,1765,67
"1600","G1700970864103",1990,"Illinois","Lake","17097",151,4723,173
"1601","G1700970864104",1990,"Illinois","Lake","17097",345,7792,458
"1602","G1700970864201",1990,"Illinois","Lake","17097",248,5879,307
"1603","G1700970864202",1990,"Illinois","Lake","17097",202,6980,222
"1604","G1700970864302",1990,"Illinois","Lake","17097",36,5167,62
"1605","G1700970864303",1990,"Illinois","Lake","17097",31,3415,53
"1606","G1700970864304",1990,"Illinois","Lake","17097",42,5536,74
"1607","G1700970864401",1990,"Illinois","Lake","17097",275,7410,340
"1608","G1700970864402",1990,"Illinois","Lake","17097",69,4966,84
"1609","G1700970864403",1990,"Illinois","Lake","17097",60,3561,81
"1610","G1700970864405",1990,"Illinois","Lake","17097",171,7449,238
"1611","G1700970864406",1990,"Illinois","Lake","17097",70,9047,138
"1612","G1700970864502",1990,"Illinois","Lake","17097",37,2376,57
"1613","G1700970864503",1990,"Illinois","Lake","17097",34,5202,101
"1614","G1700970864505",1990,"Illinois","Lake","17097",56,5444,105
"1615","G1700970864506",1990,"Illinois","Lake","17097",1026,9277,1223
"1616","G1700970864507",1990,"Illinois","Lake","17097",86,5897,152
"1617","G1700970864508",1990,"Illinois","Lake","17097",76,7108,150
"1618","G1700970864509",1990,"Illinois","Lake","17097",132,15837,272
"1619","G17009708646",1990,"Illinois","Lake","17097",30,7353,91
"1620","G17009708647",1990,"Illinois","Lake","17097",28,3977,78
"1621","G1700970864801",1990,"Illinois","Lake","17097",31,5282,77
"1622","G1700970864802",1990,"Illinois","Lake","17097",9,2472,33
"1623","G1700970864901",1990,"Illinois","Lake","17097",23,4322,44
"1624","G1700970864902",1990,"Illinois","Lake","17097",57,6380,115
"1625","G17009708650",1990,"Illinois","Lake","17097",0,1418,13
"1626","G17009708651",1990,"Illinois","Lake","17097",80,2416,202
"1627","G17009708652",1990,"Illinois","Lake","17097",592,3164,664
"1628","G17009708653",1990,"Illinois","Lake","17097",12,2522,51
"1629","G17009708654",1990,"Illinois","Lake","17097",550,3874,693
"1630","G17009708655",1990,"Illinois","Lake","17097",642,5026,768
"1631","G17009708656",1990,"Illinois","Lake","17097",13,3685,48
"1632","G17009708657",1990,"Illinois","Lake","17097",68,5923,146
"1633","G17009708658",1990,"Illinois","Lake","17097",15,6580,66
"1634","G17011108701",1990,"Illinois","McHenry","17111",75,7247,113
"1635","G17011108702",1990,"Illinois","McHenry","17111",388,5349,426
"1636","G17011108703",1990,"Illinois","McHenry","17111",604,6660,650
"1637","G17011108704",1990,"Illinois","McHenry","17111",344,8317,394
"1638","G17011108705",1990,"Illinois","McHenry","17111",89,6107,123
"1639","G1701110870601",1990,"Illinois","McHenry","17111",176,8891,214
"1640","G1701110870602",1990,"Illinois","McHenry","17111",92,8137,142
"1641","G1701110870701",1990,"Illinois","McHenry","17111",70,8013,95
"1642","G1701110870702",1990,"Illinois","McHenry","17111",87,5886,117
"1643","G1701110870803",1990,"Illinois","McHenry","17111",52,5133,90
"1644","G1701110870804",1990,"Illinois","McHenry","17111",200,6182,247
"1645","G1701110870805",1990,"Illinois","McHenry","17111",104,6894,168
"1646","G1701110870806",1990,"Illinois","McHenry","17111",173,6550,223
"1647","G1701110870901",1990,"Illinois","McHenry","17111",594,10254,659
"1648","G1701110870902",1990,"Illinois","McHenry","17111",280,3986,309
"1649","G1701110871001",1990,"Illinois","McHenry","17111",379,7356,427
"1650","G1701110871002",1990,"Illinois","McHenry","17111",70,4596,88
"1651","G17011108711",1990,"Illinois","McHenry","17111",239,9937,290
"1652","G1701110871201",1990,"Illinois","McHenry","17111",27,5350,47
"1653","G1701110871202",1990,"Illinois","McHenry","17111",101,5756,134
"1654","G1701110871203",1990,"Illinois","McHenry","17111",119,7843,189
"1655","G1701110871301",1990,"Illinois","McHenry","17111",52,4051,60
"1656","G1701110871302",1990,"Illinois","McHenry","17111",257,10258,313
"1657","G1701110871303",1990,"Illinois","McHenry","17111",250,12730,313
"1658","G1701110871401",1990,"Illinois","McHenry","17111",67,6101,108
"1659","G1701110871402",1990,"Illinois","McHenry","17111",99,5657,127
"1660","G1701970880103",1990,"Illinois","Will","17197",71,7154,122
"1661","G1701970880104",1990,"Illinois","Will","17197",53,2316,92
"1662","G1701970880105",1990,"Illinois","Will","17197",101,4021,157
"1663","G1701970880106",1990,"Illinois","Will","17197",166,4807,248
"1664","G1701970880107",1990,"Illinois","Will","17197",147,4873,262
"1665","G1701970880108",1990,"Illinois","Will","17197",178,4002,286
"1666","G1701970880109",1990,"Illinois","Will","17197",131,5035,213
"1667","G1701970880110",1990,"Illinois","Will","17197",179,6204,335
"1668","G1701970880111",1990,"Illinois","Will","17197",161,3319,223
"1669","G1701970880112",1990,"Illinois","Will","17197",92,1628,129
"1670","G1701970880113",1990,"Illinois","Will","17197",289,3291,388
"1671","G1701970880201",1990,"Illinois","Will","17197",239,5358,338
"1672","G1701970880202",1990,"Illinois","Will","17197",201,3436,258
"1673","G1701970880301",1990,"Illinois","Will","17197",49,6626,91
"1674","G1701970880302",1990,"Illinois","Will","17197",45,4120,62
"1675","G1701970880404",1990,"Illinois","Will","17197",51,3464,65
"1676","G1701970880405",1990,"Illinois","Will","17197",7,2719,12
"1677","G1701970880406",1990,"Illinois","Will","17197",137,5188,183
"1678","G1701970880407",1990,"Illinois","Will","17197",72,4021,78
"1679","G1701970880501",1990,"Illinois","Will","17197",645,7022,882
"1680","G1701970880502",1990,"Illinois","Will","17197",104,3994,124
"1681","G17019708806",1990,"Illinois","Will","17197",156,6220,203
"1682","G17019708807",1990,"Illinois","Will","17197",275,5454,299
"1683","G17019708808",1990,"Illinois","Will","17197",188,2351,276
"1684","G17019708809",1990,"Illinois","Will","17197",244,7295,308
"1685","G1701970881001",1990,"Illinois","Will","17197",144,4074,156
"1686","G1701970881002",1990,"Illinois","Will","17197",64,3756,89
"1687","G1701970881003",1990,"Illinois","Will","17197",147,10059,222
"1688","G1701970881004",1990,"Illinois","Will","17197",65,3575,80
"1689","G1701970881103",1990,"Illinois","Will","17197",48,4008,51
"1690","G1701970881104",1990,"Illinois","Will","17197",160,7400,183
"1691","G1701970881105",1990,"Illinois","Will","17197",50,3634,65
"1692","G1701970881106",1990,"Illinois","Will","17197",90,5674,121
"1693","G17019708812",1990,"Illinois","Will","17197",137,4128,159
"1694","G17019708813",1990,"Illinois","Will","17197",3287,6490,3550
"1695","G17019708814",1990,"Illinois","Will","17197",230,5216,244
"1696","G17019708815",1990,"Illinois","Will","17197",67,3170,84
"1697","G17019708816",1990,"Illinois","Will","17197",219,5316,258
"1698","G17019708817",1990,"Illinois","Will","17197",102,3929,120
"1699","G17019708818",1990,"Illinois","Will","17197",233,3571,266
"1700","G17019708819",1990,"Illinois","Will","17197",337,3362,385
"1701","G17019708820",1990,"Illinois","Will","17197",690,2973,718
"1702","G17019708821",1990,"Illinois","Will","17197",1364,2724,1426
"1703","G17019708822",1990,"Illinois","Will","17197",710,5073,798
"1704","G17019708823",1990,"Illinois","Will","17197",277,4204,314
"1705","G17019708824",1990,"Illinois","Will","17197",639,3703,709
"1706","G17019708825",1990,"Illinois","Will","17197",136,2647,163
"1707","G17019708826",1990,"Illinois","Will","17197",266,5629,316
"1708","G17019708827",1990,"Illinois","Will","17197",260,5519,300
"1709","G17019708828",1990,"Illinois","Will","17197",211,5549,244
"1710","G17019708829",1990,"Illinois","Will","17197",239,2109,261
"1711","G17019708830",1990,"Illinois","Will","17197",168,4178,183
"1712","G17019708831",1990,"Illinois","Will","17197",125,4753,161
"1713","G1701970883203",1990,"Illinois","Will","17197",43,3769,63
"1714","G1701970883204",1990,"Illinois","Will","17197",61,4709,81
"1715","G1701970883205",1990,"Illinois","Will","17197",134,4403,155
"1716","G1701970883206",1990,"Illinois","Will","17197",79,3522,100
"1717","G1701970883207",1990,"Illinois","Will","17197",151,5239,203
"1718","G1701970883301",1990,"Illinois","Will","17197",102,5332,119
"1719","G1701970883302",1990,"Illinois","Will","17197",59,4149,89
"1720","G17019708834",1990,"Illinois","Will","17197",37,5736,58
"1721","G1701970883501",1990,"Illinois","Will","17197",105,7818,135
"1722","G1701970883502",1990,"Illinois","Will","17197",122,6096,154
"1723","G1701970883503",1990,"Illinois","Will","17197",17,3915,23
"1724","G1701970883504",1990,"Illinois","Will","17197",31,2737,49
"1725","G1701970883505",1990,"Illinois","Will","17197",69,5189,123
"1726","G1701970883506",1990,"Illinois","Will","17197",59,5685,87
"1727","G1701970883601",1990,"Illinois","Will","17197",54,2609,76
"1728","G1701970883602",1990,"Illinois","Will","17197",189,8156,237
"1729","G17019708837",1990,"Illinois","Will","17197",213,3187,230
"1730","G1701970883802",1990,"Illinois","Will","17197",0,110,9
"1731","G1701970883803",1990,"Illinois","Will","17197",130,4274,143
"1732","G1701970883804",1990,"Illinois","Will","17197",50,3821,70
"1733","G1701970883805",1990,"Illinois","Will","17197",205,6121,238
"1734","G1701970883806",1990,"Illinois","Will","17197",87,3999,96
"1735","G1701970883901",1990,"Illinois","Will","17197",47,4936,51
"1736","G1701970883902",1990,"Illinois","Will","17197",22,3724,30
"1737","G1701970884001",1990,"Illinois","Will","17197",50,4062,63
"1738","G1701970884002",1990,"Illinois","Will","17197",20,3674,31
