"","GISJOIN","YEAR","STATE","COUNTY","state_county","Mexican","total_pop","total_his"
"1","G17003100101",1990,"Illinois","Cook","17031",1264,6412,1707
"2","G17003100102",1990,"Illinois","Cook","17031",1249,9181,1677
"3","G17003100103",1990,"Illinois","Cook","17031",537,6835,771
"4","G17003100104",1990,"Illinois","Cook","17031",138,5670,282
"5","G17003100105",1990,"Illinois","Cook","17031",740,10033,1229
"6","G17003100106",1990,"Illinois","Cook","17031",1079,7182,1535
"7","G17003100107",1990,"Illinois","Cook","17031",1878,9450,2740
"8","G17003100108",1990,"Illinois","Cook","17031",1401,4428,1823
"9","G17003100109",1990,"Illinois","Cook","17031",151,1187,241
"10","G17003100201",1990,"Illinois","Cook","17031",161,3225,354
"11","G17003100202",1990,"Illinois","Cook","17031",87,5805,343
"12","G17003100203",1990,"Illinois","Cook","17031",138,8681,341
"13","G17003100204",1990,"Illinois","Cook","17031",107,3653,286
"14","G17003100205",1990,"Illinois","Cook","17031",208,6040,700
"15","G17003100206",1990,"Illinois","Cook","17031",230,9166,558
"16","G17003100207",1990,"Illinois","Cook","17031",167,7931,485
"17","G17003100208",1990,"Illinois","Cook","17031",386,11524,1196
"18","G17003100209",1990,"Illinois","Cook","17031",420,9349,1135
"19","G17003100301",1990,"Illinois","Cook","17031",564,12101,1094
"20","G17003100302",1990,"Illinois","Cook","17031",328,6128,786
"21","G17003100303",1990,"Illinois","Cook","17031",389,3429,680
"22","G17003100304",1990,"Illinois","Cook","17031",599,3045,1026
"23","G17003100305",1990,"Illinois","Cook","17031",1721,8372,3114
"24","G17003100306",1990,"Illinois","Cook","17031",616,9524,1083
"25","G17003100307",1990,"Illinois","Cook","17031",643,9619,1093
"26","G17003100308",1990,"Illinois","Cook","17031",344,5049,802
"27","G17003100309",1990,"Illinois","Cook","17031",372,3436,889
"28","G17003100310",1990,"Illinois","Cook","17031",1085,5195,2225
"29","G17003100311",1990,"Illinois","Cook","17031",786,5878,1582
"30","G17003100312",1990,"Illinois","Cook","17031",712,6463,1147
"31","G17003100313",1990,"Illinois","Cook","17031",192,7246,374
"32","G17003100314",1990,"Illinois","Cook","17031",142,5526,305
"33","G17003100315",1990,"Illinois","Cook","17031",1086,9571,1634
"34","G17003100316",1990,"Illinois","Cook","17031",265,2902,496
"35","G17003100317",1990,"Illinois","Cook","17031",1357,7605,2168
"36","G17003100318",1990,"Illinois","Cook","17031",644,2153,1057
"37","G17003100319",1990,"Illinois","Cook","17031",634,2817,1087
"38","G17003100320",1990,"Illinois","Cook","17031",288,778,421
"39","G17003100321",1990,"Illinois","Cook","17031",1242,7705,1902
"40","G17003100401",1990,"Illinois","Cook","17031",419,4256,899
"41","G17003100402",1990,"Illinois","Cook","17031",770,14270,2226
"42","G17003100403",1990,"Illinois","Cook","17031",117,3225,293
"43","G17003100404",1990,"Illinois","Cook","17031",1293,9202,2867
"44","G17003100405",1990,"Illinois","Cook","17031",276,1263,521
"45","G17003100406",1990,"Illinois","Cook","17031",286,2905,676
"46","G17003100407",1990,"Illinois","Cook","17031",565,3871,1285
"47","G17003100408",1990,"Illinois","Cook","17031",210,1792,420
"48","G17003100409",1990,"Illinois","Cook","17031",249,2242,469
"49","G17003100410",1990,"Illinois","Cook","17031",377,1865,697
"50","G17003100501",1990,"Illinois","Cook","17031",240,2493,553
"51","G17003100502",1990,"Illinois","Cook","17031",612,4915,1161
"52","G17003100503",1990,"Illinois","Cook","17031",246,2558,601
"53","G17003100504",1990,"Illinois","Cook","17031",49,701,110
"54","G17003100505",1990,"Illinois","Cook","17031",256,4963,587
"55","G17003100506",1990,"Illinois","Cook","17031",174,1804,363
"56","G17003100507",1990,"Illinois","Cook","17031",217,1296,348
"57","G17003100508",1990,"Illinois","Cook","17031",209,1404,356
"58","G17003100509",1990,"Illinois","Cook","17031",211,1540,464
"59","G17003100510",1990,"Illinois","Cook","17031",307,1460,566
"60","G17003100511",1990,"Illinois","Cook","17031",357,1601,574
"61","G17003100512",1990,"Illinois","Cook","17031",381,1747,601
"62","G17003100513",1990,"Illinois","Cook","17031",490,2224,882
"63","G17003100514",1990,"Illinois","Cook","17031",532,2889,1234
"64","G17003100515",1990,"Illinois","Cook","17031",371,1415,648
"65","G17003100601",1990,"Illinois","Cook","17031",380,2596,794
"66","G17003100602",1990,"Illinois","Cook","17031",640,2529,1000
"67","G17003100603",1990,"Illinois","Cook","17031",354,2902,719
"68","G17003100604",1990,"Illinois","Cook","17031",284,2845,683
"69","G17003100605",1990,"Illinois","Cook","17031",102,1300,235
"70","G17003100606",1990,"Illinois","Cook","17031",66,931,112
"71","G17003100607",1990,"Illinois","Cook","17031",640,2762,1021
"72","G17003100608",1990,"Illinois","Cook","17031",222,5354,441
"73","G17003100609",1990,"Illinois","Cook","17031",168,6678,414
"74","G17003100610",1990,"Illinois","Cook","17031",91,1565,258
"75","G17003100611",1990,"Illinois","Cook","17031",47,1151,138
"76","G17003100612",1990,"Illinois","Cook","17031",94,1867,260
"77","G17003100613",1990,"Illinois","Cook","17031",174,1283,380
"78","G17003100614",1990,"Illinois","Cook","17031",86,1285,171
"79","G17003100615",1990,"Illinois","Cook","17031",126,1727,222
"80","G17003100616",1990,"Illinois","Cook","17031",3,450,31
"81","G17003100617",1990,"Illinois","Cook","17031",134,1135,237
"82","G17003100618",1990,"Illinois","Cook","17031",24,1168,57
"83","G17003100619",1990,"Illinois","Cook","17031",215,8277,470
"84","G17003100620",1990,"Illinois","Cook","17031",92,2678,237
"85","G17003100621",1990,"Illinois","Cook","17031",225,2990,419
"86","G17003100622",1990,"Illinois","Cook","17031",201,2421,351
"87","G17003100623",1990,"Illinois","Cook","17031",202,1212,307
"88","G17003100624",1990,"Illinois","Cook","17031",164,1212,279
"89","G17003100625",1990,"Illinois","Cook","17031",167,1184,295
"90","G17003100626",1990,"Illinois","Cook","17031",276,1249,410
"91","G17003100627",1990,"Illinois","Cook","17031",358,2189,578
"92","G17003100628",1990,"Illinois","Cook","17031",450,2786,657
"93","G17003100629",1990,"Illinois","Cook","17031",193,3371,419
"94","G17003100630",1990,"Illinois","Cook","17031",102,2976,267
"95","G17003100631",1990,"Illinois","Cook","17031",129,2018,187
"96","G17003100632",1990,"Illinois","Cook","17031",313,6878,503
"97","G17003100633",1990,"Illinois","Cook","17031",99,8036,273
"98","G17003100634",1990,"Illinois","Cook","17031",73,2026,107
"99","G17003100701",1990,"Illinois","Cook","17031",94,8445,271
"100","G17003100702",1990,"Illinois","Cook","17031",49,3825,114
"101","G17003100703",1990,"Illinois","Cook","17031",200,3262,292
"102","G17003100704",1990,"Illinois","Cook","17031",51,2708,124
"103","G17003100705",1990,"Illinois","Cook","17031",108,2195,154
"104","G17003100706",1990,"Illinois","Cook","17031",450,2137,560
"105","G17003100707",1990,"Illinois","Cook","17031",516,2626,989
"106","G17003100708",1990,"Illinois","Cook","17031",123,1259,241
"107","G17003100709",1990,"Illinois","Cook","17031",68,1714,105
"108","G17003100710",1990,"Illinois","Cook","17031",59,3377,178
"109","G17003100711",1990,"Illinois","Cook","17031",81,3156,130
"110","G17003100712",1990,"Illinois","Cook","17031",28,2049,61
"111","G17003100713",1990,"Illinois","Cook","17031",31,3396,79
"112","G17003100714",1990,"Illinois","Cook","17031",70,4906,168
"113","G17003100715",1990,"Illinois","Cook","17031",48,6619,143
"114","G17003100716",1990,"Illinois","Cook","17031",31,1816,70
"115","G17003100717",1990,"Illinois","Cook","17031",38,1625,111
"116","G17003100718",1990,"Illinois","Cook","17031",33,2821,71
"117","G17003100719",1990,"Illinois","Cook","17031",44,2411,83
"118","G17003100720",1990,"Illinois","Cook","17031",16,745,37
"119","G17003100801",1990,"Illinois","Cook","17031",52,6737,131
"120","G17003100802",1990,"Illinois","Cook","17031",86,7135,177
"121","G17003100803",1990,"Illinois","Cook","17031",54,2910,103
"122","G17003100804",1990,"Illinois","Cook","17031",15,2334,27
"123","G17003100805",1990,"Illinois","Cook","17031",1,2156,24
"124","G17003100806",1990,"Illinois","Cook","17031",0,29,0
"125","G17003100807",1990,"Illinois","Cook","17031",5,80,6
"126","G17003100808",1990,"Illinois","Cook","17031",7,3731,22
"127","G17003100809",1990,"Illinois","Cook","17031",3,678,34
"128","G17003100810",1990,"Illinois","Cook","17031",104,5541,244
"129","G17003100811",1990,"Illinois","Cook","17031",122,3622,172
"130","G17003100812",1990,"Illinois","Cook","17031",72,6693,180
"131","G17003100813",1990,"Illinois","Cook","17031",35,6027,124
"132","G17003100814",1990,"Illinois","Cook","17031",61,7164,175
"133","G17003100815",1990,"Illinois","Cook","17031",105,2380,159
"134","G17003100816",1990,"Illinois","Cook","17031",23,1220,48
"135","G17003100817",1990,"Illinois","Cook","17031",136,1747,179
"136","G17003100818",1990,"Illinois","Cook","17031",19,1147,43
"137","G17003100819",1990,"Illinois","Cook","17031",2,1511,8
"138","G17003100901",1990,"Illinois","Cook","17031",24,3531,55
"139","G17003100902",1990,"Illinois","Cook","17031",74,6548,126
"140","G17003100903",1990,"Illinois","Cook","17031",30,1424,36
"141","G17003101001",1990,"Illinois","Cook","17031",51,5337,102
"142","G17003101002",1990,"Illinois","Cook","17031",97,6670,180
"143","G17003101003",1990,"Illinois","Cook","17031",81,6579,181
"144","G17003101004",1990,"Illinois","Cook","17031",25,3167,92
"145","G17003101005",1990,"Illinois","Cook","17031",64,6075,140
"146","G17003101006",1990,"Illinois","Cook","17031",101,4750,167
"147","G17003101007",1990,"Illinois","Cook","17031",47,4979,143
"148","G17003101101",1990,"Illinois","Cook","17031",66,4951,136
"149","G17003101102",1990,"Illinois","Cook","17031",27,2389,83
"150","G17003101103",1990,"Illinois","Cook","17031",66,4922,193
"151","G17003101104",1990,"Illinois","Cook","17031",72,3932,160
"152","G17003101105",1990,"Illinois","Cook","17031",186,7455,469
"153","G17003101201",1990,"Illinois","Cook","17031",5,4041,67
"154","G17003101202",1990,"Illinois","Cook","17031",38,4478,118
"155","G17003101203",1990,"Illinois","Cook","17031",75,5933,258
"156","G17003101204",1990,"Illinois","Cook","17031",49,3203,140
"157","G17003101301",1990,"Illinois","Cook","17031",49,4367,209
"158","G17003101302",1990,"Illinois","Cook","17031",20,695,37
"159","G17003101303",1990,"Illinois","Cook","17031",118,4803,427
"160","G17003101304",1990,"Illinois","Cook","17031",18,225,52
"161","G17003101305",1990,"Illinois","Cook","17031",265,6146,756
"162","G17003101401",1990,"Illinois","Cook","17031",706,3987,1393
"163","G17003101402",1990,"Illinois","Cook","17031",812,5873,1632
"164","G17003101403",1990,"Illinois","Cook","17031",874,6944,1798
"165","G17003101404",1990,"Illinois","Cook","17031",165,5479,497
"166","G17003101405",1990,"Illinois","Cook","17031",230,3044,537
"167","G17003101406",1990,"Illinois","Cook","17031",1308,8011,2764
"168","G17003101407",1990,"Illinois","Cook","17031",1936,8782,4136
"169","G17003101408",1990,"Illinois","Cook","17031",1418,7381,2981
"170","G17003101501",1990,"Illinois","Cook","17031",18,299,54
"171","G17003101502",1990,"Illinois","Cook","17031",328,7054,648
"172","G17003101503",1990,"Illinois","Cook","17031",148,6752,315
"173","G17003101504",1990,"Illinois","Cook","17031",181,7761,370
"174","G17003101505",1990,"Illinois","Cook","17031",159,7209,358
"175","G17003101506",1990,"Illinois","Cook","17031",136,3779,293
"176","G17003101507",1990,"Illinois","Cook","17031",150,4084,343
"177","G17003101508",1990,"Illinois","Cook","17031",208,4503,536
"178","G17003101509",1990,"Illinois","Cook","17031",86,1505,177
"179","G17003101510",1990,"Illinois","Cook","17031",346,6263,865
"180","G17003101511",1990,"Illinois","Cook","17031",89,4207,233
"181","G17003101512",1990,"Illinois","Cook","17031",91,3097,227
"182","G17003101601",1990,"Illinois","Cook","17031",74,2158,183
"183","G17003101602",1990,"Illinois","Cook","17031",222,3224,425
"184","G17003101603",1990,"Illinois","Cook","17031",191,3391,477
"185","G17003101604",1990,"Illinois","Cook","17031",384,4450,911
"186","G17003101605",1990,"Illinois","Cook","17031",1156,7129,2725
"187","G17003101606",1990,"Illinois","Cook","17031",1147,7193,2613
"188","G17003101607",1990,"Illinois","Cook","17031",604,5563,1496
"189","G17003101608",1990,"Illinois","Cook","17031",560,4559,1277
"190","G17003101609",1990,"Illinois","Cook","17031",251,2591,497
"191","G17003101610",1990,"Illinois","Cook","17031",119,1908,236
"192","G17003101611",1990,"Illinois","Cook","17031",139,1919,220
"193","G17003101612",1990,"Illinois","Cook","17031",204,2305,517
"194","G17003101613",1990,"Illinois","Cook","17031",343,3769,645
"195","G17003101701",1990,"Illinois","Cook","17031",19,624,47
"196","G17003101702",1990,"Illinois","Cook","17031",103,3450,221
"197","G17003101703",1990,"Illinois","Cook","17031",109,4397,216
"198","G17003101704",1990,"Illinois","Cook","17031",57,3687,164
"199","G17003101705",1990,"Illinois","Cook","17031",113,5059,229
"200","G17003101706",1990,"Illinois","Cook","17031",38,2433,96
"201","G17003101707",1990,"Illinois","Cook","17031",45,2969,108
"202","G17003101708",1990,"Illinois","Cook","17031",83,3369,157
"203","G17003101709",1990,"Illinois","Cook","17031",46,1414,82
"204","G17003101710",1990,"Illinois","Cook","17031",153,6028,281
"205","G17003101711",1990,"Illinois","Cook","17031",145,3527,281
"206","G17003101801",1990,"Illinois","Cook","17031",237,5003,422
"207","G17003101802",1990,"Illinois","Cook","17031",317,4616,549
"208","G17003101803",1990,"Illinois","Cook","17031",149,954,228
"209","G17003101901",1990,"Illinois","Cook","17031",275,1839,703
"210","G17003101902",1990,"Illinois","Cook","17031",401,4332,1053
"211","G17003101903",1990,"Illinois","Cook","17031",301,4340,602
"212","G17003101904",1990,"Illinois","Cook","17031",387,7196,937
"213","G17003101905",1990,"Illinois","Cook","17031",59,1762,148
"214","G17003101906",1990,"Illinois","Cook","17031",721,6843,1448
"215","G17003101907",1990,"Illinois","Cook","17031",346,5347,915
"216","G17003101908",1990,"Illinois","Cook","17031",658,4774,1533
"217","G17003101909",1990,"Illinois","Cook","17031",183,1477,682
"218","G17003101910",1990,"Illinois","Cook","17031",415,2080,1308
"219","G17003101911",1990,"Illinois","Cook","17031",1404,6002,3243
"220","G17003101912",1990,"Illinois","Cook","17031",571,2515,975
"221","G17003101913",1990,"Illinois","Cook","17031",1669,7510,3245
"222","G17003101914",1990,"Illinois","Cook","17031",118,770,274
"223","G17003102001",1990,"Illinois","Cook","17031",390,3445,1197
"224","G17003102002",1990,"Illinois","Cook","17031",1135,4948,3107
"225","G17003102003",1990,"Illinois","Cook","17031",595,1951,1386
"226","G17003102004",1990,"Illinois","Cook","17031",2769,8203,6604
"227","G17003102005",1990,"Illinois","Cook","17031",1025,3810,2975
"228","G17003102006",1990,"Illinois","Cook","17031",198,774,654
"229","G17003102101",1990,"Illinois","Cook","17031",576,3458,1442
"230","G17003102102",1990,"Illinois","Cook","17031",213,1040,329
"231","G17003102103",1990,"Illinois","Cook","17031",422,5299,893
"232","G17003102104",1990,"Illinois","Cook","17031",220,2217,634
"233","G17003102105",1990,"Illinois","Cook","17031",618,7314,1135
"234","G17003102106",1990,"Illinois","Cook","17031",1463,7096,3157
"235","G17003102107",1990,"Illinois","Cook","17031",1490,4898,3215
"236","G17003102108",1990,"Illinois","Cook","17031",449,1342,830
"237","G17003102109",1990,"Illinois","Cook","17031",779,2915,1724
"238","G17003102201",1990,"Illinois","Cook","17031",154,677,434
"239","G17003102202",1990,"Illinois","Cook","17031",591,1994,1252
"240","G17003102203",1990,"Illinois","Cook","17031",464,2543,1328
"241","G17003102204",1990,"Illinois","Cook","17031",550,3012,1602
"242","G17003102205",1990,"Illinois","Cook","17031",823,3184,1956
"243","G17003102206",1990,"Illinois","Cook","17031",1957,8232,5087
"244","G17003102207",1990,"Illinois","Cook","17031",1710,7522,4470
"245","G17003102208",1990,"Illinois","Cook","17031",7,36,8
"246","G17003102209",1990,"Illinois","Cook","17031",2015,7197,5473
"247","G17003102210",1990,"Illinois","Cook","17031",1050,3787,3036
"248","G17003102211",1990,"Illinois","Cook","17031",1357,5794,4278
"249","G17003102212",1990,"Illinois","Cook","17031",880,3723,2565
"250","G17003102213",1990,"Illinois","Cook","17031",1330,4064,3169
"251","G17003102214",1990,"Illinois","Cook","17031",1576,3324,2624
"252","G17003102215",1990,"Illinois","Cook","17031",1353,3860,2617
"253","G17003102216",1990,"Illinois","Cook","17031",852,3590,1927
"254","G17003102217",1990,"Illinois","Cook","17031",716,2623,1351
"255","G17003102218",1990,"Illinois","Cook","17031",572,1310,816
"256","G17003102219",1990,"Illinois","Cook","17031",75,539,110
"257","G17003102220",1990,"Illinois","Cook","17031",383,1510,623
"258","G17003102221",1990,"Illinois","Cook","17031",266,871,553
"259","G17003102222",1990,"Illinois","Cook","17031",469,1831,1051
"260","G17003102223",1990,"Illinois","Cook","17031",630,1249,930
"261","G17003102224",1990,"Illinois","Cook","17031",636,1934,1546
"262","G17003102225",1990,"Illinois","Cook","17031",399,1814,1366
"263","G17003102226",1990,"Illinois","Cook","17031",399,1685,1126
"264","G17003102227",1990,"Illinois","Cook","17031",612,2466,1811
"265","G17003102228",1990,"Illinois","Cook","17031",249,970,568
"266","G17003102229",1990,"Illinois","Cook","17031",244,1264,1063
"267","G17003102301",1990,"Illinois","Cook","17031",461,2225,1591
"268","G17003102302",1990,"Illinois","Cook","17031",785,2273,1896
"269","G17003102303",1990,"Illinois","Cook","17031",415,1020,878
"270","G17003102304",1990,"Illinois","Cook","17031",860,2772,2373
"271","G17003102305",1990,"Illinois","Cook","17031",1391,3718,3032
"272","G17003102306",1990,"Illinois","Cook","17031",1935,8242,4447
"273","G17003102307",1990,"Illinois","Cook","17031",2026,6867,5037
"274","G17003102308",1990,"Illinois","Cook","17031",524,1542,1169
"275","G17003102309",1990,"Illinois","Cook","17031",1191,6568,4576
"276","G17003102310",1990,"Illinois","Cook","17031",462,3252,1144
"277","G17003102311",1990,"Illinois","Cook","17031",71,1471,116
"278","G17003102312",1990,"Illinois","Cook","17031",438,7749,1113
"279","G17003102313",1990,"Illinois","Cook","17031",906,7798,1931
"280","G17003102314",1990,"Illinois","Cook","17031",0,0,0
"281","G17003102315",1990,"Illinois","Cook","17031",28,8593,50
"282","G17003102316",1990,"Illinois","Cook","17031",8,1986,13
"283","G17003102317",1990,"Illinois","Cook","17031",1,1060,9
"284","G17003102318",1990,"Illinois","Cook","17031",67,437,360
"285","G17003102401",1990,"Illinois","Cook","17031",94,221,165
"286","G17003102402",1990,"Illinois","Cook","17031",653,1470,914
"287","G17003102403",1990,"Illinois","Cook","17031",276,1277,467
"288","G17003102404",1990,"Illinois","Cook","17031",43,299,102
"289","G17003102405",1990,"Illinois","Cook","17031",137,1033,509
"290","G17003102406",1990,"Illinois","Cook","17031",549,1582,1130
"291","G17003102407",1990,"Illinois","Cook","17031",585,1806,1430
"292","G17003102408",1990,"Illinois","Cook","17031",550,1990,1670
"293","G17003102409",1990,"Illinois","Cook","17031",236,1330,871
"294","G17003102410",1990,"Illinois","Cook","17031",299,2484,1735
"295","G17003102411",1990,"Illinois","Cook","17031",791,4338,3272
"296","G17003102412",1990,"Illinois","Cook","17031",237,1803,1041
"297","G17003102413",1990,"Illinois","Cook","17031",119,1408,558
"298","G17003102414",1990,"Illinois","Cook","17031",802,3984,1963
"299","G17003102415",1990,"Illinois","Cook","17031",1251,3199,2213
"300","G17003102416",1990,"Illinois","Cook","17031",3083,4610,3650
"301","G17003102417",1990,"Illinois","Cook","17031",44,240,79
"302","G17003102418",1990,"Illinois","Cook","17031",16,209,35
"303","G17003102419",1990,"Illinois","Cook","17031",212,949,311
"304","G17003102420",1990,"Illinois","Cook","17031",2123,4710,2967
"305","G17003102421",1990,"Illinois","Cook","17031",1895,4269,2686
"306","G17003102422",1990,"Illinois","Cook","17031",1361,3996,2283
"307","G17003102423",1990,"Illinois","Cook","17031",724,3515,1518
"308","G17003102424",1990,"Illinois","Cook","17031",181,3305,659
"309","G17003102425",1990,"Illinois","Cook","17031",961,4146,2844
"310","G17003102426",1990,"Illinois","Cook","17031",1437,7566,5693
"311","G17003102427",1990,"Illinois","Cook","17031",405,2404,1630
"312","G17003102428",1990,"Illinois","Cook","17031",155,1437,316
"313","G17003102429",1990,"Illinois","Cook","17031",536,1862,874
"314","G17003102430",1990,"Illinois","Cook","17031",1206,2586,1664
"315","G17003102431",1990,"Illinois","Cook","17031",1338,2867,2116
"316","G17003102432",1990,"Illinois","Cook","17031",1581,2873,2147
"317","G17003102433",1990,"Illinois","Cook","17031",1074,2649,1567
"318","G17003102434",1990,"Illinois","Cook","17031",2057,3330,2622
"319","G17003102435",1990,"Illinois","Cook","17031",500,1664,624
"320","G17003102436",1990,"Illinois","Cook","17031",30,292,36
"321","G17003102501",1990,"Illinois","Cook","17031",136,517,281
"322","G17003102502",1990,"Illinois","Cook","17031",244,2936,475
"323","G17003102503",1990,"Illinois","Cook","17031",315,4868,509
"324","G17003102504",1990,"Illinois","Cook","17031",295,6693,507
"325","G17003102505",1990,"Illinois","Cook","17031",241,7096,616
"326","G17003102506",1990,"Illinois","Cook","17031",85,5154,175
"327","G17003102507",1990,"Illinois","Cook","17031",73,6945,222
"328","G17003102508",1990,"Illinois","Cook","17031",101,3347,212
"329","G17003102509",1990,"Illinois","Cook","17031",26,852,129
"330","G17003102510",1990,"Illinois","Cook","17031",38,1502,68
"331","G17003102511",1990,"Illinois","Cook","17031",38,5251,76
"332","G17003102512",1990,"Illinois","Cook","17031",35,5325,73
"333","G17003102513",1990,"Illinois","Cook","17031",34,6217,96
"334","G17003102514",1990,"Illinois","Cook","17031",26,4930,54
"335","G17003102515",1990,"Illinois","Cook","17031",15,5035,31
"336","G17003102516",1990,"Illinois","Cook","17031",31,4946,35
"337","G17003102517",1990,"Illinois","Cook","17031",57,2127,74
"338","G17003102518",1990,"Illinois","Cook","17031",22,5878,40
"339","G17003102519",1990,"Illinois","Cook","17031",17,6376,31
"340","G17003102520",1990,"Illinois","Cook","17031",19,6083,25
"341","G17003102521",1990,"Illinois","Cook","17031",16,9428,27
"342","G17003102522",1990,"Illinois","Cook","17031",14,9338,43
"343","G17003102523",1990,"Illinois","Cook","17031",15,956,17
"344","G17003102524",1990,"Illinois","Cook","17031",263,2279,338
"345","G17003102601",1990,"Illinois","Cook","17031",0,1182,0
"346","G17003102602",1990,"Illinois","Cook","17031",16,1760,23
"347","G17003102603",1990,"Illinois","Cook","17031",31,2227,33
"348","G17003102604",1990,"Illinois","Cook","17031",5,2047,5
"349","G17003102605",1990,"Illinois","Cook","17031",1,2841,1
"350","G17003102606",1990,"Illinois","Cook","17031",13,3719,28
"351","G17003102607",1990,"Illinois","Cook","17031",6,2812,8
"352","G17003102608",1990,"Illinois","Cook","17031",14,2789,24
"353","G17003102609",1990,"Illinois","Cook","17031",2,1672,9
"354","G17003102610",1990,"Illinois","Cook","17031",1,3046,2
"355","G17003102701",1990,"Illinois","Cook","17031",4,403,6
"356","G17003102702",1990,"Illinois","Cook","17031",1,1531,1
"357","G17003102703",1990,"Illinois","Cook","17031",4,2131,4
"358","G17003102704",1990,"Illinois","Cook","17031",2,1353,5
"359","G17003102705",1990,"Illinois","Cook","17031",5,1605,5
"360","G17003102706",1990,"Illinois","Cook","17031",6,911,7
"361","G17003102707",1990,"Illinois","Cook","17031",0,797,0
"362","G17003102708",1990,"Illinois","Cook","17031",0,756,1
"363","G17003102709",1990,"Illinois","Cook","17031",0,299,4
"364","G17003102710",1990,"Illinois","Cook","17031",2,1147,13
"365","G17003102711",1990,"Illinois","Cook","17031",2,1999,11
"366","G17003102712",1990,"Illinois","Cook","17031",13,1600,32
"367","G17003102713",1990,"Illinois","Cook","17031",0,1561,0
"368","G17003102714",1990,"Illinois","Cook","17031",0,2015,8
"369","G17003102715",1990,"Illinois","Cook","17031",4,1257,6
"370","G17003102716",1990,"Illinois","Cook","17031",3,1348,13
"371","G17003102717",1990,"Illinois","Cook","17031",0,1200,0
"372","G17003102718",1990,"Illinois","Cook","17031",0,1305,1
"373","G17003102719",1990,"Illinois","Cook","17031",28,812,34
"374","G17003102801",1990,"Illinois","Cook","17031",12,148,16
"375","G17003102802",1990,"Illinois","Cook","17031",12,224,15
"376","G17003102803",1990,"Illinois","Cook","17031",1,187,3
"377","G17003102804",1990,"Illinois","Cook","17031",17,2540,21
"378","G17003102805",1990,"Illinois","Cook","17031",3,1179,6
"379","G17003102806",1990,"Illinois","Cook","17031",0,76,0
"380","G17003102807",1990,"Illinois","Cook","17031",0,246,0
"381","G17003102808",1990,"Illinois","Cook","17031",13,4829,37
"382","G17003102809",1990,"Illinois","Cook","17031",0,888,0
"383","G17003102810",1990,"Illinois","Cook","17031",0,85,0
"384","G17003102811",1990,"Illinois","Cook","17031",0,281,4
"385","G17003102812",1990,"Illinois","Cook","17031",1,580,1
"386","G17003102813",1990,"Illinois","Cook","17031",5,1438,19
"387","G17003102814",1990,"Illinois","Cook","17031",1,334,4
"388","G17003102815",1990,"Illinois","Cook","17031",0,758,1
"389","G17003102816",1990,"Illinois","Cook","17031",7,854,11
"390","G17003102817",1990,"Illinois","Cook","17031",41,1141,88
"391","G17003102818",1990,"Illinois","Cook","17031",23,640,27
"392","G17003102819",1990,"Illinois","Cook","17031",51,1932,89
"393","G17003102820",1990,"Illinois","Cook","17031",0,0,0
"394","G17003102821",1990,"Illinois","Cook","17031",43,1154,77
"395","G17003102822",1990,"Illinois","Cook","17031",193,1702,236
"396","G17003102823",1990,"Illinois","Cook","17031",73,753,89
"397","G17003102824",1990,"Illinois","Cook","17031",172,1649,228
"398","G17003102825",1990,"Illinois","Cook","17031",9,693,14
"399","G17003102826",1990,"Illinois","Cook","17031",61,124,74
"400","G17003102827",1990,"Illinois","Cook","17031",812,1694,1012
"401","G17003102828",1990,"Illinois","Cook","17031",909,1641,1052
"402","G17003102829",1990,"Illinois","Cook","17031",304,1895,407
"403","G17003102830",1990,"Illinois","Cook","17031",159,617,187
"404","G17003102831",1990,"Illinois","Cook","17031",231,2670,311
"405","G17003102832",1990,"Illinois","Cook","17031",68,2574,95
"406","G17003102833",1990,"Illinois","Cook","17031",156,445,168
"407","G17003102834",1990,"Illinois","Cook","17031",0,0,0
"408","G17003102835",1990,"Illinois","Cook","17031",0,3,0
"409","G17003102836",1990,"Illinois","Cook","17031",29,65,36
"410","G17003102837",1990,"Illinois","Cook","17031",48,69,48
"411","G17003102838",1990,"Illinois","Cook","17031",3,2622,6
"412","G17003102839",1990,"Illinois","Cook","17031",9,5170,16
"413","G17003102840",1990,"Illinois","Cook","17031",1,953,4
"414","G17003102841",1990,"Illinois","Cook","17031",2,604,8
"415","G17003102842",1990,"Illinois","Cook","17031",5,685,6
"416","G17003102843",1990,"Illinois","Cook","17031",0,55,0
"417","G17003102901",1990,"Illinois","Cook","17031",0,13,0
"418","G17003102902",1990,"Illinois","Cook","17031",0,1207,1
"419","G17003102903",1990,"Illinois","Cook","17031",8,733,10
"420","G17003102904",1990,"Illinois","Cook","17031",0,40,0
"421","G17003102905",1990,"Illinois","Cook","17031",0,793,0
"422","G17003102906",1990,"Illinois","Cook","17031",0,519,0
"423","G17003102907",1990,"Illinois","Cook","17031",2,1002,3
"424","G17003102908",1990,"Illinois","Cook","17031",0,821,6
"425","G17003102909",1990,"Illinois","Cook","17031",5,5375,13
"426","G17003102910",1990,"Illinois","Cook","17031",8,1268,8
"427","G17003102911",1990,"Illinois","Cook","17031",1,4399,8
"428","G17003102912",1990,"Illinois","Cook","17031",9,3069,10
"429","G17003102913",1990,"Illinois","Cook","17031",4,3537,14
"430","G17003102914",1990,"Illinois","Cook","17031",12,1864,16
"431","G17003102915",1990,"Illinois","Cook","17031",339,2542,397
"432","G17003102916",1990,"Illinois","Cook","17031",771,1181,905
"433","G17003102917",1990,"Illinois","Cook","17031",1,924,2
