"","YEAR","COUNTY","state_county","Mexican","total_pop","total_his"
"1",1990,"Cook","17031",465765,5105067,694194
"2",1990,"Dupage","17043",24703,781666,34567
"3",1990,"Kane","17089",35583,317471,43535
"4",1990,"Lake","17097",27226,516418,38570
"5",1990,"McHenry","17111",4988,183241,6066
"6",1990,"Will","17197",16582,357313,19973
"7",1990,"Chicago","17031",352543,2783377,545829
