"","GISJOIN","YEAR","STATE","COUNTY","state_county","total_his","Mexican","total_pop"
"1417","G17009708634",1980,"Illinois","Lake","17097",64,14,4298
"1418","G17009708635",1980,"Illinois","Lake","17097",60,35,3794
"1419","G17009708636",1980,"Illinois","Lake","17097",73,43,5583
"1420","G17009708637",1980,"Illinois","Lake","17097",188,147,5679
"1421","G17009708638",1980,"Illinois","Lake","17097",102,74,4770
"1422","G17009708639",1980,"Illinois","Lake","17097",142,68,9614
"1423","G17009708640",1980,"Illinois","Lake","17097",1011,841,8425
"1424","G1700970864101",1980,"Illinois","Lake","17097",66,56,1414
"1425","G1700970864102",1980,"Illinois","Lake","17097",324,260,10820
"1426","G1700970864201",1980,"Illinois","Lake","17097",177,128,5440
"1427","G1700970864202",1980,"Illinois","Lake","17097",106,83,6268
"1428","G1700970864301",1980,"Illinois","Lake","17097",42,23,7260
"1429","G1700970864302",1980,"Illinois","Lake","17097",67,54,4566
"1430","G1700970864401",1980,"Illinois","Lake","17097",272,242,5146
"1431","G1700970864402",1980,"Illinois","Lake","17097",63,54,2734
"1432","G1700970864403",1980,"Illinois","Lake","17097",116,104,2970
"1433","G1700970864404",1980,"Illinois","Lake","17097",195,158,9119
"1434","G1700970864501",1980,"Illinois","Lake","17097",536,413,9947
"1435","G1700970864502",1980,"Illinois","Lake","17097",11,4,1737
"1436","G1700970864503",1980,"Illinois","Lake","17097",98,63,5524
"1437","G1700970864504",1980,"Illinois","Lake","17097",247,180,11053
"1438","G1700970864505",1980,"Illinois","Lake","17097",91,60,4024
"1439","G17009708646",1980,"Illinois","Lake","17097",24,11,4794
"1440","G17009708647",1980,"Illinois","Lake","17097",50,26,3827
"1441","G17009708648",1980,"Illinois","Lake","17097",111,47,7985
"1442","G1700970864901",1980,"Illinois","Lake","17097",64,44,4561
"1443","G1700970864902",1980,"Illinois","Lake","17097",97,30,6219
"1444","G17009708650",1980,"Illinois","Lake","17097",18,4,1771
"1445","G17009708651",1980,"Illinois","Lake","17097",65,25,2257
"1446","G17009708652",1980,"Illinois","Lake","17097",608,519,4154
"1447","G17009708653",1980,"Illinois","Lake","17097",39,5,2388
"1448","G17009708654",1980,"Illinois","Lake","17097",416,301,4290
"1449","G17009708655",1980,"Illinois","Lake","17097",104,72,3834
"1450","G17009708656",1980,"Illinois","Lake","17097",28,7,3931
"1451","G17009708657",1980,"Illinois","Lake","17097",121,59,6115
"1452","G17009708658",1980,"Illinois","Lake","17097",49,8,6480
"1453","G17011108701",1980,"Illinois","McHenry","17111",61,44,6387
"1454","G17011108702",1980,"Illinois","McHenry","17111",231,203,4582
"1455","G17011108703",1980,"Illinois","McHenry","17111",181,145,5884
"1456","G17011108704",1980,"Illinois","McHenry","17111",152,124,6965
"1457","G17011108705",1980,"Illinois","McHenry","17111",74,65,4965
"1458","G1701110870601",1980,"Illinois","McHenry","17111",101,79,7408
"1459","G1701110870602",1980,"Illinois","McHenry","17111",46,20,6875
"1460","G17011108707",1980,"Illinois","McHenry","17111",137,97,12363
"1461","G1701110870801",1980,"Illinois","McHenry","17111",145,95,8157
"1462","G1701110870802",1980,"Illinois","McHenry","17111",146,109,9945
"1463","G1701110870901",1980,"Illinois","McHenry","17111",258,222,8765
"1464","G1701110870902",1980,"Illinois","McHenry","17111",97,75,3434
"1465","G17011108710",1980,"Illinois","McHenry","17111",502,444,11043
"1466","G17011108711",1980,"Illinois","McHenry","17111",153,126,6837
"1467","G17011108712",1980,"Illinois","McHenry","17111",200,121,15847
"1468","G17011108713",1980,"Illinois","McHenry","17111",413,340,21025
"1469","G17011108714",1980,"Illinois","McHenry","17111",128,94,7415
"1470","G1701970880101",1980,"Illinois","Will","17197",769,426,19227
"1471","G1701970880102",1980,"Illinois","Will","17197",887,581,18069
"1472","G1701970880201",1980,"Illinois","Will","17197",588,419,9093
"1473","G1701970880202",1980,"Illinois","Will","17197",13,12,699
"1474","G17019708803",1980,"Illinois","Will","17197",37,18,4491
"1475","G1701970880401",1980,"Illinois","Will","17197",54,36,5348
"1476","G1701970880402",1980,"Illinois","Will","17197",213,172,9337
"1477","G17019708805",1980,"Illinois","Will","17197",906,616,11383
"1478","G17019708806",1980,"Illinois","Will","17197",120,94,6201
"1479","G17019708807",1980,"Illinois","Will","17197",207,184,6275
"1480","G17019708808",1980,"Illinois","Will","17197",163,42,2728
"1481","G17019708809",1980,"Illinois","Will","17197",244,203,8054
"1482","G17019708810",1980,"Illinois","Will","17197",178,129,13441
"1483","G1701970881101",1980,"Illinois","Will","17197",134,112,9646
"1484","G1701970881102",1980,"Illinois","Will","17197",88,78,6928
"1485","G17019708812",1980,"Illinois","Will","17197",118,83,4789
"1486","G17019708813",1980,"Illinois","Will","17197",2567,2382,6572
"1487","G17019708814",1980,"Illinois","Will","17197",92,86,5478
"1488","G17019708815",1980,"Illinois","Will","17197",35,26,3457
"1489","G17019708816",1980,"Illinois","Will","17197",183,140,6257
"1490","G17019708817",1980,"Illinois","Will","17197",42,21,4079
"1491","G17019708818",1980,"Illinois","Will","17197",85,66,3736
"1492","G17019708819",1980,"Illinois","Will","17197",166,142,2824
"1493","G17019708820",1980,"Illinois","Will","17197",667,625,4113
"1494","G17019708821",1980,"Illinois","Will","17197",955,859,2568
"1495","G17019708822",1980,"Illinois","Will","17197",578,531,5479
"1496","G17019708823",1980,"Illinois","Will","17197",182,178,4332
"1497","G17019708824",1980,"Illinois","Will","17197",542,505,3913
"1498","G17019708825",1980,"Illinois","Will","17197",242,217,3598
"1499","G17019708826",1980,"Illinois","Will","17197",173,149,5682
"1500","G17019708827",1980,"Illinois","Will","17197",133,111,5314
"1501","G17019708828",1980,"Illinois","Will","17197",162,130,5604
"1502","G17019708829",1980,"Illinois","Will","17197",265,247,2383
"1503","G17019708830",1980,"Illinois","Will","17197",95,83,2984
"1504","G17019708831",1980,"Illinois","Will","17197",97,89,6404
"1505","G1701970883201",1980,"Illinois","Will","17197",80,59,6579
"1506","G1701970883202",1980,"Illinois","Will","17197",246,168,11360
"1507","G17019708833",1980,"Illinois","Will","17197",148,103,11897
"1508","G17019708834",1980,"Illinois","Will","17197",27,14,5538
"1509","G17019708835",1980,"Illinois","Will","17197",271,173,21755
"1510","G1701970883601",1980,"Illinois","Will","17197",79,51,2937
"1511","G1701970883602",1980,"Illinois","Will","17197",150,104,8059
"1512","G17019708837",1980,"Illinois","Will","17197",229,213,3213
"1513","G1701970883801",1980,"Illinois","Will","17197",249,187,11718
"1514","G1701970883802",1980,"Illinois","Will","17197",193,174,5485
"1515","G17019708839",1980,"Illinois","Will","17197",53,38,7991
"1516","G17019708840",1980,"Illinois","Will","17197",73,51,7442
